[131625.927004] TCP: my_cca: seq=1 cwnd=10 rtt=476 phase=loss_recovery Destination: 192.168.88.253:54646
[131626.036805] TCP: my_cca: seq=1900 cwnd=4 rtt=118 phase=slow_start Destination: 192.168.88.253:54646
[131626.043157] TCP: my_cca: seq=2000 cwnd=4 rtt=147 phase=slow_start Destination: 192.168.88.253:54646
[131626.049351] TCP: my_cca: seq=2100 cwnd=4 rtt=117 phase=slow_start Destination: 192.168.88.253:54646
[131626.055700] TCP: my_cca: seq=2200 cwnd=4 rtt=115 phase=slow_start Destination: 192.168.88.253:54646
[131626.062062] TCP: my_cca: seq=2300 cwnd=4 rtt=114 phase=slow_start Destination: 192.168.88.253:54646
[131626.068377] TCP: my_cca: seq=2400 cwnd=4 rtt=171 phase=slow_start Destination: 192.168.88.253:54646
[131626.074556] TCP: my_cca: seq=2500 cwnd=4 rtt=118 phase=slow_start Destination: 192.168.88.253:54646
[131626.080854] TCP: my_cca: seq=2600 cwnd=4 rtt=117 phase=slow_start Destination: 192.168.88.253:54646
[131626.087106] TCP: my_cca: seq=2700 cwnd=4 rtt=112 phase=slow_start Destination: 192.168.88.253:54646
[131626.092990] TCP: my_cca: seq=2800 cwnd=4 rtt=113 phase=slow_start Destination: 192.168.88.253:54646
[131626.099294] TCP: my_cca: seq=2900 cwnd=4 rtt=114 phase=slow_start Destination: 192.168.88.253:54646
[131626.105461] TCP: my_cca: seq=3000 cwnd=4 rtt=158 phase=slow_start Destination: 192.168.88.253:54646
[131626.111735] TCP: my_cca: seq=3100 cwnd=4 rtt=116 phase=slow_start Destination: 192.168.88.253:54646
[131626.117820] TCP: my_cca: seq=3200 cwnd=4 rtt=122 phase=slow_start Destination: 192.168.88.253:54646
[131626.123789] TCP: my_cca: seq=3300 cwnd=4 rtt=114 phase=slow_start Destination: 192.168.88.253:54646
[131626.129803] TCP: my_cca: seq=3400 cwnd=4 rtt=116 phase=slow_start Destination: 192.168.88.253:54646
[131626.135848] TCP: my_cca: seq=3500 cwnd=4 rtt=118 phase=slow_start Destination: 192.168.88.253:54646
[131626.141869] TCP: my_cca: seq=3600 cwnd=4 rtt=118 phase=slow_start Destination: 192.168.88.253:54646
[131626.147891] TCP: my_cca: seq=3700 cwnd=4 rtt=122 phase=slow_start Destination: 192.168.88.253:54646
[131626.153945] TCP: my_cca: seq=3800 cwnd=4 rtt=121 phase=slow_start Destination: 192.168.88.253:54646
[131626.160188] TCP: my_cca: seq=3900 cwnd=4 rtt=114 phase=slow_start Destination: 192.168.88.253:54646
[131626.165989] TCP: my_cca: seq=4000 cwnd=4 rtt=114 phase=slow_start Destination: 192.168.88.253:54646
[131626.171769] TCP: my_cca: seq=4100 cwnd=4 rtt=112 phase=slow_start Destination: 192.168.88.253:54646
[131626.177812] TCP: my_cca: seq=4200 cwnd=4 rtt=115 phase=slow_start Destination: 192.168.88.253:54646
[131626.183970] TCP: my_cca: seq=4300 cwnd=4 rtt=119 phase=slow_start Destination: 192.168.88.253:54646
[131626.190113] TCP: my_cca: seq=4400 cwnd=4 rtt=118 phase=slow_start Destination: 192.168.88.253:54646
[131626.196154] TCP: my_cca: seq=4500 cwnd=4 rtt=114 phase=slow_start Destination: 192.168.88.253:54646
[131626.202295] TCP: my_cca: seq=4600 cwnd=4 rtt=122 phase=slow_start Destination: 192.168.88.253:54646
[131626.214911] TCP: my_cca: seq=4800 cwnd=4 rtt=120 phase=slow_start Destination: 192.168.88.253:54646
[131626.221211] TCP: my_cca: seq=4900 cwnd=4 rtt=121 phase=slow_start Destination: 192.168.88.253:54646
[131626.227611] TCP: my_cca: seq=5000 cwnd=4 rtt=120 phase=slow_start Destination: 192.168.88.253:54646
[131626.233860] TCP: my_cca: seq=5100 cwnd=4 rtt=153 phase=slow_start Destination: 192.168.88.253:54646
[131626.240072] TCP: my_cca: seq=5200 cwnd=4 rtt=117 phase=slow_start Destination: 192.168.88.253:54646
[131626.246522] TCP: my_cca: seq=5300 cwnd=4 rtt=121 phase=slow_start Destination: 192.168.88.253:54646
[131626.252651] TCP: my_cca: seq=5400 cwnd=4 rtt=121 phase=slow_start Destination: 192.168.88.253:54646
[131626.258919] TCP: my_cca: seq=5500 cwnd=4 rtt=115 phase=slow_start Destination: 192.168.88.253:54646
[131626.265349] TCP: my_cca: seq=5600 cwnd=4 rtt=123 phase=slow_start Destination: 192.168.88.253:54646
[131626.271395] TCP: my_cca: seq=5700 cwnd=4 rtt=120 phase=slow_start Destination: 192.168.88.253:54646
[131626.277428] TCP: my_cca: seq=5800 cwnd=4 rtt=113 phase=slow_start Destination: 192.168.88.253:54646
[131626.283467] TCP: my_cca: seq=5900 cwnd=4 rtt=122 phase=slow_start Destination: 192.168.88.253:54646
[131626.289501] TCP: my_cca: seq=6000 cwnd=4 rtt=122 phase=slow_start Destination: 192.168.88.253:54646
[131626.295537] TCP: my_cca: seq=6100 cwnd=4 rtt=116 phase=slow_start Destination: 192.168.88.253:54646
[131626.301540] TCP: my_cca: seq=6200 cwnd=4 rtt=116 phase=slow_start Destination: 192.168.88.253:54646
[131626.307740] TCP: my_cca: seq=6300 cwnd=4 rtt=118 phase=slow_start Destination: 192.168.88.253:54646
[131626.313861] TCP: my_cca: seq=6400 cwnd=4 rtt=119 phase=slow_start Destination: 192.168.88.253:54646
[131626.320172] TCP: my_cca: seq=6500 cwnd=4 rtt=120 phase=slow_start Destination: 192.168.88.253:54646
[131626.326232] TCP: my_cca: seq=6600 cwnd=4 rtt=121 phase=slow_start Destination: 192.168.88.253:54646
[131626.332370] TCP: my_cca: seq=6700 cwnd=4 rtt=114 phase=slow_start Destination: 192.168.88.253:54646
[131626.338152] TCP: my_cca: seq=6800 cwnd=4 rtt=113 phase=slow_start Destination: 192.168.88.253:54646
[131626.343913] TCP: my_cca: seq=6900 cwnd=4 rtt=111 phase=slow_start Destination: 192.168.88.253:54646
[131626.349605] TCP: my_cca: seq=7000 cwnd=4 rtt=111 phase=slow_start Destination: 192.168.88.253:54646
[131626.355449] TCP: my_cca: seq=7100 cwnd=4 rtt=114 phase=slow_start Destination: 192.168.88.253:54646
[131626.362044] TCP: my_cca: seq=7200 cwnd=4 rtt=112 phase=slow_start Destination: 192.168.88.253:54646
[131626.367837] TCP: my_cca: seq=7300 cwnd=4 rtt=130 phase=slow_start Destination: 192.168.88.253:54646
[131626.373595] TCP: my_cca: seq=7400 cwnd=4 rtt=112 phase=slow_start Destination: 192.168.88.253:54646
[131626.379363] TCP: my_cca: seq=7500 cwnd=4 rtt=111 phase=slow_start Destination: 192.168.88.253:54646
[131626.385143] TCP: my_cca: seq=7600 cwnd=4 rtt=115 phase=slow_start Destination: 192.168.88.253:54646
[131626.390807] TCP: my_cca: seq=7700 cwnd=4 rtt=108 phase=slow_start Destination: 192.168.88.253:54646
[131626.396768] TCP: my_cca: seq=7800 cwnd=4 rtt=114 phase=slow_start Destination: 192.168.88.253:54646
[131626.402497] TCP: my_cca: seq=7900 cwnd=4 rtt=112 phase=slow_start Destination: 192.168.88.253:54646
[131626.408291] TCP: my_cca: seq=8000 cwnd=4 rtt=114 phase=slow_start Destination: 192.168.88.253:54646
[131626.414068] TCP: my_cca: seq=8100 cwnd=4 rtt=106 phase=slow_start Destination: 192.168.88.253:54646
[131626.419759] TCP: my_cca: seq=8200 cwnd=4 rtt=107 phase=slow_start Destination: 192.168.88.253:54646
[131626.425792] TCP: my_cca: seq=8300 cwnd=4 rtt=113 phase=slow_start Destination: 192.168.88.253:54646
[131626.431505] TCP: my_cca: seq=8400 cwnd=4 rtt=114 phase=slow_start Destination: 192.168.88.253:54646
[131626.437491] TCP: my_cca: seq=8500 cwnd=4 rtt=113 phase=slow_start Destination: 192.168.88.253:54646
[131626.443201] TCP: my_cca: seq=8600 cwnd=4 rtt=115 phase=slow_start Destination: 192.168.88.253:54646
[131626.448919] TCP: my_cca: seq=8700 cwnd=4 rtt=111 phase=slow_start Destination: 192.168.88.253:54646
[131626.454599] TCP: my_cca: seq=8800 cwnd=4 rtt=113 phase=slow_start Destination: 192.168.88.253:54646
[131626.460334] TCP: my_cca: seq=8900 cwnd=4 rtt=113 phase=slow_start Destination: 192.168.88.253:54646
[131626.466037] TCP: my_cca: seq=9000 cwnd=4 rtt=110 phase=slow_start Destination: 192.168.88.253:54646
[131626.471744] TCP: my_cca: seq=9100 cwnd=4 rtt=109 phase=slow_start Destination: 192.168.88.253:54646
[131626.477442] TCP: my_cca: seq=9200 cwnd=4 rtt=115 phase=slow_start Destination: 192.168.88.253:54646
[131626.483190] TCP: my_cca: seq=9300 cwnd=4 rtt=117 phase=slow_start Destination: 192.168.88.253:54646
[131626.488930] TCP: my_cca: seq=9400 cwnd=4 rtt=113 phase=slow_start Destination: 192.168.88.253:54646
[131626.494617] TCP: my_cca: seq=9500 cwnd=4 rtt=112 phase=slow_start Destination: 192.168.88.253:54646
[131626.500321] TCP: my_cca: seq=9600 cwnd=4 rtt=114 phase=slow_start Destination: 192.168.88.253:54646
[131626.506054] TCP: my_cca: seq=9700 cwnd=4 rtt=108 phase=slow_start Destination: 192.168.88.253:54646
[131626.511986] TCP: my_cca: seq=9800 cwnd=4 rtt=117 phase=slow_start Destination: 192.168.88.253:54646
[131626.517727] TCP: my_cca: seq=9900 cwnd=4 rtt=114 phase=slow_start Destination: 192.168.88.253:54646
[131626.523384] TCP: my_cca: seq=10000 cwnd=4 rtt=113 phase=slow_start Destination: 192.168.88.253:54646
[131626.529063] TCP: my_cca: seq=10100 cwnd=4 rtt=113 phase=slow_start Destination: 192.168.88.253:54646
[131626.534789] TCP: my_cca: seq=10200 cwnd=4 rtt=109 phase=slow_start Destination: 192.168.88.253:54646
[131626.540545] TCP: my_cca: seq=10300 cwnd=4 rtt=121 phase=slow_start Destination: 192.168.88.253:54646
[131626.546279] TCP: my_cca: seq=10400 cwnd=4 rtt=112 phase=slow_start Destination: 192.168.88.253:54646
[131626.552011] TCP: my_cca: seq=10500 cwnd=4 rtt=115 phase=slow_start Destination: 192.168.88.253:54646
[131626.557730] TCP: my_cca: seq=10600 cwnd=4 rtt=108 phase=slow_start Destination: 192.168.88.253:54646
[131626.563496] TCP: my_cca: seq=10700 cwnd=4 rtt=100 phase=slow_start Destination: 192.168.88.253:54646
[131626.569243] TCP: my_cca: seq=10800 cwnd=4 rtt=116 phase=slow_start Destination: 192.168.88.253:54646
[131626.575008] TCP: my_cca: seq=10900 cwnd=4 rtt=108 phase=slow_start Destination: 192.168.88.253:54646
[131626.580809] TCP: my_cca: seq=11000 cwnd=4 rtt=113 phase=slow_start Destination: 192.168.88.253:54646
[131626.586579] TCP: my_cca: seq=11100 cwnd=4 rtt=112 phase=slow_start Destination: 192.168.88.253:54646
[131626.592316] TCP: my_cca: seq=11200 cwnd=4 rtt=131 phase=slow_start Destination: 192.168.88.253:54646
[131626.598010] TCP: my_cca: seq=11300 cwnd=4 rtt=114 phase=slow_start Destination: 192.168.88.253:54646
[131626.603694] TCP: my_cca: seq=11400 cwnd=4 rtt=108 phase=slow_start Destination: 192.168.88.253:54646
[131626.609448] TCP: my_cca: seq=11500 cwnd=4 rtt=113 phase=slow_start Destination: 192.168.88.253:54646
[131626.615221] TCP: my_cca: seq=11600 cwnd=4 rtt=109 phase=slow_start Destination: 192.168.88.253:54646
[131626.620952] TCP: my_cca: seq=11700 cwnd=4 rtt=105 phase=slow_start Destination: 192.168.88.253:54646
[131626.626710] TCP: my_cca: seq=11800 cwnd=4 rtt=112 phase=slow_start Destination: 192.168.88.253:54646
[131626.632430] TCP: my_cca: seq=11900 cwnd=4 rtt=114 phase=slow_start Destination: 192.168.88.253:54646
[131626.638141] TCP: my_cca: seq=12000 cwnd=4 rtt=113 phase=slow_start Destination: 192.168.88.253:54646
[131626.643846] TCP: my_cca: seq=12100 cwnd=4 rtt=109 phase=slow_start Destination: 192.168.88.253:54646
[131626.649562] TCP: my_cca: seq=12200 cwnd=4 rtt=120 phase=slow_start Destination: 192.168.88.253:54646
[131626.655257] TCP: my_cca: seq=12300 cwnd=4 rtt=139 phase=slow_start Destination: 192.168.88.253:54646
[131626.660999] TCP: my_cca: seq=12400 cwnd=4 rtt=113 phase=slow_start Destination: 192.168.88.253:54646
[131626.667175] TCP: my_cca: seq=12500 cwnd=4 rtt=114 phase=slow_start Destination: 192.168.88.253:54646
[131626.672911] TCP: my_cca: seq=12600 cwnd=4 rtt=112 phase=slow_start Destination: 192.168.88.253:54646
[131626.678746] TCP: my_cca: seq=12700 cwnd=4 rtt=112 phase=slow_start Destination: 192.168.88.253:54646
[131626.684487] TCP: my_cca: seq=12800 cwnd=4 rtt=108 phase=slow_start Destination: 192.168.88.253:54646
[131626.690283] TCP: my_cca: seq=12900 cwnd=4 rtt=117 phase=slow_start Destination: 192.168.88.253:54646
[131626.696040] TCP: my_cca: seq=13000 cwnd=4 rtt=113 phase=slow_start Destination: 192.168.88.253:54646
[131626.701729] TCP: my_cca: seq=13100 cwnd=4 rtt=108 phase=slow_start Destination: 192.168.88.253:54646
[131626.707458] TCP: my_cca: seq=13200 cwnd=4 rtt=111 phase=slow_start Destination: 192.168.88.253:54646
[131626.713274] TCP: my_cca: seq=13300 cwnd=4 rtt=115 phase=slow_start Destination: 192.168.88.253:54646
[131626.719135] TCP: my_cca: seq=13400 cwnd=4 rtt=111 phase=slow_start Destination: 192.168.88.253:54646
[131626.724871] TCP: my_cca: seq=13500 cwnd=4 rtt=112 phase=slow_start Destination: 192.168.88.253:54646
[131626.730597] TCP: my_cca: seq=13600 cwnd=4 rtt=111 phase=slow_start Destination: 192.168.88.253:54646
[131626.736347] TCP: my_cca: seq=13700 cwnd=4 rtt=118 phase=slow_start Destination: 192.168.88.253:54646
[131626.742160] TCP: my_cca: seq=13800 cwnd=4 rtt=100 phase=slow_start Destination: 192.168.88.253:54646
[131626.748005] TCP: my_cca: seq=13900 cwnd=4 rtt=113 phase=slow_start Destination: 192.168.88.253:54646
[131626.753798] TCP: my_cca: seq=14000 cwnd=4 rtt=112 phase=slow_start Destination: 192.168.88.253:54646
[131626.759563] TCP: my_cca: seq=14100 cwnd=4 rtt=116 phase=slow_start Destination: 192.168.88.253:54646
[131626.765382] TCP: my_cca: seq=14200 cwnd=4 rtt=119 phase=slow_start Destination: 192.168.88.253:54646
[131626.771135] TCP: my_cca: seq=14300 cwnd=4 rtt=112 phase=slow_start Destination: 192.168.88.253:54646
[131626.776894] TCP: my_cca: seq=14400 cwnd=4 rtt=112 phase=slow_start Destination: 192.168.88.253:54646
[131626.782701] TCP: my_cca: seq=14500 cwnd=4 rtt=115 phase=slow_start Destination: 192.168.88.253:54646
[131626.788440] TCP: my_cca: seq=14600 cwnd=4 rtt=98 phase=slow_start Destination: 192.168.88.253:54646
[131626.794164] TCP: my_cca: seq=14700 cwnd=4 rtt=115 phase=slow_start Destination: 192.168.88.253:54646
[131626.799973] TCP: my_cca: seq=14800 cwnd=4 rtt=111 phase=slow_start Destination: 192.168.88.253:54646
[131626.805702] TCP: my_cca: seq=14900 cwnd=4 rtt=98 phase=slow_start Destination: 192.168.88.253:54646
[131626.811510] TCP: my_cca: seq=15000 cwnd=4 rtt=107 phase=slow_start Destination: 192.168.88.253:54646
[131626.817324] TCP: my_cca: seq=15100 cwnd=4 rtt=115 phase=slow_start Destination: 192.168.88.253:54646
[131626.823064] TCP: my_cca: seq=15200 cwnd=4 rtt=110 phase=slow_start Destination: 192.168.88.253:54646
[131626.828839] TCP: my_cca: seq=15300 cwnd=4 rtt=108 phase=slow_start Destination: 192.168.88.253:54646
[131626.834600] TCP: my_cca: seq=15400 cwnd=4 rtt=110 phase=slow_start Destination: 192.168.88.253:54646
[131626.840401] TCP: my_cca: seq=15500 cwnd=4 rtt=126 phase=slow_start Destination: 192.168.88.253:54646
[131626.846217] TCP: my_cca: seq=15600 cwnd=4 rtt=118 phase=slow_start Destination: 192.168.88.253:54646
[131626.852009] TCP: my_cca: seq=15700 cwnd=4 rtt=113 phase=slow_start Destination: 192.168.88.253:54646
[131626.858327] TCP: my_cca: seq=15800 cwnd=4 rtt=103 phase=slow_start Destination: 192.168.88.253:54646
[131626.864199] TCP: my_cca: seq=15900 cwnd=4 rtt=121 phase=slow_start Destination: 192.168.88.253:54646
[131626.869971] TCP: my_cca: seq=16000 cwnd=4 rtt=124 phase=slow_start Destination: 192.168.88.253:54646
[131626.875788] TCP: my_cca: seq=16100 cwnd=4 rtt=115 phase=slow_start Destination: 192.168.88.253:54646
[131626.881803] TCP: my_cca: seq=16200 cwnd=4 rtt=146 phase=slow_start Destination: 192.168.88.253:54646
[131626.887633] TCP: my_cca: seq=16300 cwnd=4 rtt=111 phase=slow_start Destination: 192.168.88.253:54646
[131626.893403] TCP: my_cca: seq=16400 cwnd=4 rtt=114 phase=slow_start Destination: 192.168.88.253:54646
[131626.899188] TCP: my_cca: seq=16500 cwnd=4 rtt=113 phase=slow_start Destination: 192.168.88.253:54646
[131626.904969] TCP: my_cca: seq=16600 cwnd=4 rtt=96 phase=slow_start Destination: 192.168.88.253:54646
[131626.910857] TCP: my_cca: seq=16700 cwnd=4 rtt=111 phase=slow_start Destination: 192.168.88.253:54646
[131626.916684] TCP: my_cca: seq=16800 cwnd=4 rtt=108 phase=slow_start Destination: 192.168.88.253:54646
[131626.922411] TCP: my_cca: seq=16900 cwnd=4 rtt=135 phase=slow_start Destination: 192.168.88.253:54646
[131626.928452] TCP: my_cca: seq=17000 cwnd=4 rtt=109 phase=slow_start Destination: 192.168.88.253:54646
[131626.934257] TCP: my_cca: seq=17100 cwnd=4 rtt=123 phase=slow_start Destination: 192.168.88.253:54646
[131626.939981] TCP: my_cca: seq=17200 cwnd=4 rtt=112 phase=slow_start Destination: 192.168.88.253:54646
[131626.945710] TCP: my_cca: seq=17300 cwnd=4 rtt=111 phase=slow_start Destination: 192.168.88.253:54646
[131626.951383] TCP: my_cca: seq=17400 cwnd=4 rtt=121 phase=slow_start Destination: 192.168.88.253:54646
[131626.957135] TCP: my_cca: seq=17500 cwnd=4 rtt=108 phase=slow_start Destination: 192.168.88.253:54646
[131626.963981] TCP: my_cca: seq=17600 cwnd=4 rtt=112 phase=slow_start Destination: 192.168.88.253:54646
[131626.969722] TCP: my_cca: seq=17700 cwnd=4 rtt=116 phase=slow_start Destination: 192.168.88.253:54646
[131626.975436] TCP: my_cca: seq=17800 cwnd=4 rtt=114 phase=slow_start Destination: 192.168.88.253:54646
[131626.981144] TCP: my_cca: seq=17900 cwnd=4 rtt=111 phase=slow_start Destination: 192.168.88.253:54646
[131626.986845] TCP: my_cca: seq=18000 cwnd=4 rtt=114 phase=slow_start Destination: 192.168.88.253:54646
[131626.992548] TCP: my_cca: seq=18100 cwnd=4 rtt=114 phase=slow_start Destination: 192.168.88.253:54646
[131626.998295] TCP: my_cca: seq=18200 cwnd=4 rtt=115 phase=slow_start Destination: 192.168.88.253:54646
[131627.003960] TCP: my_cca: seq=18300 cwnd=4 rtt=104 phase=slow_start Destination: 192.168.88.253:54646
[131627.009803] TCP: my_cca: seq=18400 cwnd=4 rtt=110 phase=slow_start Destination: 192.168.88.253:54646
[131627.015710] TCP: my_cca: seq=18500 cwnd=4 rtt=105 phase=slow_start Destination: 192.168.88.253:54646
[131627.023071] TCP: my_cca: seq=18600 cwnd=4 rtt=111 phase=slow_start Destination: 192.168.88.253:54646
[131627.031779] TCP: my_cca: seq=18700 cwnd=4 rtt=141 phase=slow_start Destination: 192.168.88.253:54646
[131627.038153] TCP: my_cca: seq=18800 cwnd=4 rtt=122 phase=slow_start Destination: 192.168.88.253:54646
[131627.044579] TCP: my_cca: seq=18900 cwnd=4 rtt=125 phase=slow_start Destination: 192.168.88.253:54646
[131627.059771] TCP: my_cca: seq=19000 cwnd=4 rtt=118 phase=slow_start Destination: 192.168.88.253:54646
[131627.065881] TCP: my_cca: seq=19100 cwnd=4 rtt=117 phase=slow_start Destination: 192.168.88.253:54646
[131627.071765] TCP: my_cca: seq=19200 cwnd=4 rtt=111 phase=slow_start Destination: 192.168.88.253:54646
[131627.078271] TCP: my_cca: seq=19300 cwnd=4 rtt=116 phase=slow_start Destination: 192.168.88.253:54646
[131627.084660] TCP: my_cca: seq=19400 cwnd=4 rtt=146 phase=slow_start Destination: 192.168.88.253:54646
[131627.090874] TCP: my_cca: seq=19500 cwnd=4 rtt=117 phase=slow_start Destination: 192.168.88.253:54646
[131627.097204] TCP: my_cca: seq=19600 cwnd=4 rtt=120 phase=slow_start Destination: 192.168.88.253:54646
[131627.103603] TCP: my_cca: seq=19700 cwnd=4 rtt=113 phase=slow_start Destination: 192.168.88.253:54646
[131627.110268] TCP: my_cca: seq=19800 cwnd=4 rtt=122 phase=slow_start Destination: 192.168.88.253:54646
[131627.116776] TCP: my_cca: seq=19900 cwnd=4 rtt=126 phase=slow_start Destination: 192.168.88.253:54646
[131627.123005] TCP: my_cca: seq=20000 cwnd=4 rtt=116 phase=slow_start Destination: 192.168.88.253:54646
[131627.129322] TCP: my_cca: seq=20100 cwnd=4 rtt=121 phase=slow_start Destination: 192.168.88.253:54646
[131627.135818] TCP: my_cca: seq=20200 cwnd=4 rtt=117 phase=slow_start Destination: 192.168.88.253:54646
[131627.142059] TCP: my_cca: seq=20300 cwnd=4 rtt=117 phase=slow_start Destination: 192.168.88.253:54646
[131627.148262] TCP: my_cca: seq=20400 cwnd=4 rtt=118 phase=slow_start Destination: 192.168.88.253:54646
[131627.154500] TCP: my_cca: seq=20500 cwnd=4 rtt=114 phase=slow_start Destination: 192.168.88.253:54646
[131627.161096] TCP: my_cca: seq=20600 cwnd=4 rtt=116 phase=slow_start Destination: 192.168.88.253:54646
[131627.167078] TCP: my_cca: seq=20700 cwnd=4 rtt=114 phase=slow_start Destination: 192.168.88.253:54646
[131627.173175] TCP: my_cca: seq=20800 cwnd=4 rtt=115 phase=slow_start Destination: 192.168.88.253:54646
[131627.179216] TCP: my_cca: seq=20900 cwnd=4 rtt=123 phase=slow_start Destination: 192.168.88.253:54646
[131627.185272] TCP: my_cca: seq=21000 cwnd=4 rtt=122 phase=slow_start Destination: 192.168.88.253:54646
[131627.191480] TCP: my_cca: seq=21100 cwnd=4 rtt=119 phase=slow_start Destination: 192.168.88.253:54646
[131627.197806] TCP: my_cca: seq=21200 cwnd=4 rtt=110 phase=slow_start Destination: 192.168.88.253:54646
[131627.204073] TCP: my_cca: seq=21300 cwnd=4 rtt=117 phase=slow_start Destination: 192.168.88.253:54646
[131627.210310] TCP: my_cca: seq=21400 cwnd=4 rtt=121 phase=slow_start Destination: 192.168.88.253:54646
[131627.216636] TCP: my_cca: seq=21500 cwnd=4 rtt=115 phase=slow_start Destination: 192.168.88.253:54646
[131627.228713] TCP: my_cca: seq=21700 cwnd=4 rtt=123 phase=slow_start Destination: 192.168.88.253:54646
[131627.235092] TCP: my_cca: seq=21800 cwnd=4 rtt=117 phase=slow_start Destination: 192.168.88.253:54646
[131627.241504] TCP: my_cca: seq=21900 cwnd=4 rtt=114 phase=slow_start Destination: 192.168.88.253:54646
[131627.247618] TCP: my_cca: seq=22000 cwnd=4 rtt=114 phase=slow_start Destination: 192.168.88.253:54646
[131627.253631] TCP: my_cca: seq=22100 cwnd=4 rtt=126 phase=slow_start Destination: 192.168.88.253:54646
[131627.259841] TCP: my_cca: seq=22200 cwnd=4 rtt=118 phase=slow_start Destination: 192.168.88.253:54646
[131627.266027] TCP: my_cca: seq=22300 cwnd=4 rtt=116 phase=slow_start Destination: 192.168.88.253:54646
[131627.271991] TCP: my_cca: seq=22400 cwnd=4 rtt=119 phase=slow_start Destination: 192.168.88.253:54646
[131627.278103] TCP: my_cca: seq=22500 cwnd=4 rtt=128 phase=slow_start Destination: 192.168.88.253:54646
[131627.284347] TCP: my_cca: seq=22600 cwnd=4 rtt=118 phase=slow_start Destination: 192.168.88.253:54646
[131627.290876] TCP: my_cca: seq=22700 cwnd=4 rtt=113 phase=slow_start Destination: 192.168.88.253:54646
[131627.297087] TCP: my_cca: seq=22800 cwnd=4 rtt=120 phase=slow_start Destination: 192.168.88.253:54646
[131627.303303] TCP: my_cca: seq=22900 cwnd=4 rtt=119 phase=slow_start Destination: 192.168.88.253:54646
[131627.309606] TCP: my_cca: seq=23000 cwnd=4 rtt=150 phase=slow_start Destination: 192.168.88.253:54646
[131627.315557] TCP: my_cca: seq=23100 cwnd=4 rtt=113 phase=slow_start Destination: 192.168.88.253:54646
[131627.321424] TCP: my_cca: seq=23200 cwnd=4 rtt=117 phase=slow_start Destination: 192.168.88.253:54646
[131627.327351] TCP: my_cca: seq=23300 cwnd=4 rtt=117 phase=slow_start Destination: 192.168.88.253:54646
[131627.333534] TCP: my_cca: seq=23400 cwnd=4 rtt=113 phase=slow_start Destination: 192.168.88.253:54646
[131627.339597] TCP: my_cca: seq=23500 cwnd=4 rtt=116 phase=slow_start Destination: 192.168.88.253:54646
[131627.345634] TCP: my_cca: seq=23600 cwnd=4 rtt=120 phase=slow_start Destination: 192.168.88.253:54646
[131627.351491] TCP: my_cca: seq=23700 cwnd=4 rtt=115 phase=slow_start Destination: 192.168.88.253:54646
[131627.357390] TCP: my_cca: seq=23800 cwnd=4 rtt=122 phase=slow_start Destination: 192.168.88.253:54646
[131627.363283] TCP: my_cca: seq=23900 cwnd=4 rtt=120 phase=slow_start Destination: 192.168.88.253:54646
