[128345.943466] TCP: my_cca: seq=1 cwnd=10 rtt=594 phase=loss_recovery Destination: 192.168.88.253:60834
[128346.080542] TCP: my_cca: seq=2100 cwnd=5 rtt=115 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.086349] TCP: my_cca: seq=2200 cwnd=5 rtt=126 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.092327] TCP: my_cca: seq=2300 cwnd=5 rtt=110 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.098042] TCP: my_cca: seq=2400 cwnd=5 rtt=120 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.103850] TCP: my_cca: seq=2500 cwnd=5 rtt=116 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.109752] TCP: my_cca: seq=2600 cwnd=5 rtt=109 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.115774] TCP: my_cca: seq=2700 cwnd=5 rtt=114 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.122173] TCP: my_cca: seq=2800 cwnd=5 rtt=106 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.128289] TCP: my_cca: seq=2900 cwnd=5 rtt=105 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.134315] TCP: my_cca: seq=3000 cwnd=5 rtt=129 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.140706] TCP: my_cca: seq=3100 cwnd=5 rtt=112 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.146853] TCP: my_cca: seq=3200 cwnd=5 rtt=130 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.152844] TCP: my_cca: seq=3300 cwnd=5 rtt=106 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.158557] TCP: my_cca: seq=3400 cwnd=5 rtt=111 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.164157] TCP: my_cca: seq=3500 cwnd=5 rtt=115 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.169872] TCP: my_cca: seq=3600 cwnd=5 rtt=119 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.175595] TCP: my_cca: seq=3700 cwnd=5 rtt=115 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.181288] TCP: my_cca: seq=3800 cwnd=5 rtt=120 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.186866] TCP: my_cca: seq=3900 cwnd=5 rtt=103 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.192489] TCP: my_cca: seq=4000 cwnd=5 rtt=116 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.198629] TCP: my_cca: seq=4100 cwnd=5 rtt=97 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.204245] TCP: my_cca: seq=4200 cwnd=5 rtt=114 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.209883] TCP: my_cca: seq=4300 cwnd=5 rtt=100 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.215454] TCP: my_cca: seq=4400 cwnd=5 rtt=113 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.221143] TCP: my_cca: seq=4500 cwnd=5 rtt=116 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.226854] TCP: my_cca: seq=4600 cwnd=5 rtt=96 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.232456] TCP: my_cca: seq=4700 cwnd=5 rtt=113 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.238129] TCP: my_cca: seq=4800 cwnd=5 rtt=116 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.243830] TCP: my_cca: seq=4900 cwnd=5 rtt=115 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.249347] TCP: my_cca: seq=5000 cwnd=5 rtt=131 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.254800] TCP: my_cca: seq=5100 cwnd=5 rtt=118 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.260423] TCP: my_cca: seq=5200 cwnd=5 rtt=116 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.266084] TCP: my_cca: seq=5300 cwnd=5 rtt=116 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.271455] TCP: my_cca: seq=5400 cwnd=5 rtt=116 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.276891] TCP: my_cca: seq=5500 cwnd=5 rtt=115 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.282447] TCP: my_cca: seq=5600 cwnd=5 rtt=112 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.287882] TCP: my_cca: seq=5700 cwnd=5 rtt=97 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.293887] TCP: my_cca: seq=5800 cwnd=5 rtt=112 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.299399] TCP: my_cca: seq=5900 cwnd=5 rtt=113 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.305089] TCP: my_cca: seq=6000 cwnd=5 rtt=100 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.310575] TCP: my_cca: seq=6100 cwnd=5 rtt=111 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.316035] TCP: my_cca: seq=6200 cwnd=5 rtt=119 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.321536] TCP: my_cca: seq=6300 cwnd=5 rtt=95 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.327011] TCP: my_cca: seq=6400 cwnd=5 rtt=119 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.332584] TCP: my_cca: seq=6500 cwnd=5 rtt=122 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.337992] TCP: my_cca: seq=6600 cwnd=5 rtt=122 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.343651] TCP: my_cca: seq=6700 cwnd=5 rtt=113 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.349261] TCP: my_cca: seq=6800 cwnd=5 rtt=119 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.354810] TCP: my_cca: seq=6900 cwnd=5 rtt=115 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.361440] TCP: my_cca: seq=7000 cwnd=5 rtt=121 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.367503] TCP: my_cca: seq=7100 cwnd=5 rtt=143 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.373229] TCP: my_cca: seq=7200 cwnd=5 rtt=118 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.378882] TCP: my_cca: seq=7300 cwnd=5 rtt=111 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.384331] TCP: my_cca: seq=7400 cwnd=5 rtt=96 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.389874] TCP: my_cca: seq=7500 cwnd=5 rtt=122 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.395323] TCP: my_cca: seq=7600 cwnd=5 rtt=112 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.400861] TCP: my_cca: seq=7700 cwnd=5 rtt=104 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.406270] TCP: my_cca: seq=7800 cwnd=5 rtt=114 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.411647] TCP: my_cca: seq=7900 cwnd=5 rtt=96 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.417071] TCP: my_cca: seq=8000 cwnd=5 rtt=115 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.422566] TCP: my_cca: seq=8100 cwnd=5 rtt=112 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.428981] TCP: my_cca: seq=8200 cwnd=5 rtt=136 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.435071] TCP: my_cca: seq=8300 cwnd=5 rtt=117 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.440997] TCP: my_cca: seq=8400 cwnd=5 rtt=117 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.446842] TCP: my_cca: seq=8500 cwnd=5 rtt=129 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.452816] TCP: my_cca: seq=8600 cwnd=5 rtt=115 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.458830] TCP: my_cca: seq=8700 cwnd=5 rtt=145 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.464520] TCP: my_cca: seq=8800 cwnd=5 rtt=113 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.470413] TCP: my_cca: seq=8900 cwnd=5 rtt=95 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.476359] TCP: my_cca: seq=9000 cwnd=5 rtt=115 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.482161] TCP: my_cca: seq=9100 cwnd=5 rtt=143 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.487902] TCP: my_cca: seq=9200 cwnd=5 rtt=119 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.493962] TCP: my_cca: seq=9300 cwnd=5 rtt=117 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.499786] TCP: my_cca: seq=9400 cwnd=5 rtt=117 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.505777] TCP: my_cca: seq=9500 cwnd=5 rtt=122 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.511599] TCP: my_cca: seq=9600 cwnd=5 rtt=123 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.517350] TCP: my_cca: seq=9700 cwnd=5 rtt=112 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.522848] TCP: my_cca: seq=9800 cwnd=5 rtt=113 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.528305] TCP: my_cca: seq=9900 cwnd=5 rtt=113 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.533794] TCP: my_cca: seq=10000 cwnd=5 rtt=111 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.539062] TCP: my_cca: seq=10100 cwnd=5 rtt=125 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.544568] TCP: my_cca: seq=10200 cwnd=5 rtt=114 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.550332] TCP: my_cca: seq=10300 cwnd=5 rtt=117 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.556196] TCP: my_cca: seq=10400 cwnd=5 rtt=124 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.561875] TCP: my_cca: seq=10500 cwnd=5 rtt=114 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.573513] TCP: my_cca: seq=10700 cwnd=5 rtt=113 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.579408] TCP: my_cca: seq=10800 cwnd=5 rtt=136 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.585248] TCP: my_cca: seq=10900 cwnd=5 rtt=119 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.590993] TCP: my_cca: seq=11000 cwnd=5 rtt=118 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.596706] TCP: my_cca: seq=11100 cwnd=5 rtt=123 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.602684] TCP: my_cca: seq=11200 cwnd=5 rtt=113 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.608495] TCP: my_cca: seq=11300 cwnd=5 rtt=114 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.614390] TCP: my_cca: seq=11400 cwnd=5 rtt=116 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.620105] TCP: my_cca: seq=11500 cwnd=5 rtt=121 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.626198] TCP: my_cca: seq=11600 cwnd=5 rtt=118 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.631848] TCP: my_cca: seq=11700 cwnd=5 rtt=118 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.637682] TCP: my_cca: seq=11800 cwnd=5 rtt=121 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.643462] TCP: my_cca: seq=11900 cwnd=5 rtt=113 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.649326] TCP: my_cca: seq=12000 cwnd=5 rtt=113 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.655095] TCP: my_cca: seq=12100 cwnd=5 rtt=121 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.660648] TCP: my_cca: seq=12200 cwnd=5 rtt=127 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.666514] TCP: my_cca: seq=12300 cwnd=5 rtt=121 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.672132] TCP: my_cca: seq=12400 cwnd=5 rtt=120 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.678394] TCP: my_cca: seq=12500 cwnd=5 rtt=114 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.684278] TCP: my_cca: seq=12600 cwnd=5 rtt=112 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.689859] TCP: my_cca: seq=12700 cwnd=5 rtt=158 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.695644] TCP: my_cca: seq=12800 cwnd=5 rtt=112 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.701262] TCP: my_cca: seq=12900 cwnd=5 rtt=114 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.706826] TCP: my_cca: seq=13000 cwnd=5 rtt=117 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.712504] TCP: my_cca: seq=13100 cwnd=5 rtt=119 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.718337] TCP: my_cca: seq=13200 cwnd=5 rtt=117 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.724320] TCP: my_cca: seq=13300 cwnd=5 rtt=116 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.730210] TCP: my_cca: seq=13400 cwnd=5 rtt=122 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.737137] TCP: my_cca: seq=13500 cwnd=5 rtt=112 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.743022] TCP: my_cca: seq=13600 cwnd=5 rtt=117 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.753801] TCP: my_cca: seq=13700 cwnd=5 rtt=118 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.759658] TCP: my_cca: seq=13800 cwnd=5 rtt=115 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.765712] TCP: my_cca: seq=13900 cwnd=5 rtt=113 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.771561] TCP: my_cca: seq=14000 cwnd=5 rtt=116 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.777362] TCP: my_cca: seq=14100 cwnd=5 rtt=114 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.783291] TCP: my_cca: seq=14200 cwnd=5 rtt=114 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.789293] TCP: my_cca: seq=14300 cwnd=5 rtt=120 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.795165] TCP: my_cca: seq=14400 cwnd=5 rtt=120 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.801310] TCP: my_cca: seq=14500 cwnd=5 rtt=107 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.807271] TCP: my_cca: seq=14600 cwnd=5 rtt=111 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.813308] TCP: my_cca: seq=14700 cwnd=5 rtt=130 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.819342] TCP: my_cca: seq=14800 cwnd=5 rtt=115 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.825151] TCP: my_cca: seq=14900 cwnd=5 rtt=111 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.830815] TCP: my_cca: seq=15000 cwnd=5 rtt=113 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.836586] TCP: my_cca: seq=15100 cwnd=5 rtt=114 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.842183] TCP: my_cca: seq=15200 cwnd=5 rtt=114 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.848128] TCP: my_cca: seq=15300 cwnd=5 rtt=122 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.853832] TCP: my_cca: seq=15400 cwnd=5 rtt=115 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.859708] TCP: my_cca: seq=15500 cwnd=5 rtt=95 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.865488] TCP: my_cca: seq=15600 cwnd=5 rtt=115 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.871158] TCP: my_cca: seq=15700 cwnd=5 rtt=112 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.876782] TCP: my_cca: seq=15800 cwnd=5 rtt=120 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.882579] TCP: my_cca: seq=15900 cwnd=5 rtt=104 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.888356] TCP: my_cca: seq=16000 cwnd=5 rtt=125 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.894261] TCP: my_cca: seq=16100 cwnd=5 rtt=112 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.900033] TCP: my_cca: seq=16200 cwnd=5 rtt=111 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.906069] TCP: my_cca: seq=16300 cwnd=5 rtt=126 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.911902] TCP: my_cca: seq=16400 cwnd=5 rtt=111 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.917649] TCP: my_cca: seq=16500 cwnd=5 rtt=112 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.923453] TCP: my_cca: seq=16600 cwnd=5 rtt=116 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.929198] TCP: my_cca: seq=16700 cwnd=5 rtt=117 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.935641] TCP: my_cca: seq=16800 cwnd=5 rtt=132 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.941591] TCP: my_cca: seq=16900 cwnd=5 rtt=108 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.947445] TCP: my_cca: seq=17000 cwnd=5 rtt=117 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.953346] TCP: my_cca: seq=17100 cwnd=5 rtt=114 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.959265] TCP: my_cca: seq=17200 cwnd=5 rtt=117 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.965105] TCP: my_cca: seq=17300 cwnd=5 rtt=112 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.971149] TCP: my_cca: seq=17400 cwnd=5 rtt=114 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.976961] TCP: my_cca: seq=17500 cwnd=5 rtt=108 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.982874] TCP: my_cca: seq=17600 cwnd=5 rtt=126 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.988850] TCP: my_cca: seq=17700 cwnd=5 rtt=115 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128346.994730] TCP: my_cca: seq=17800 cwnd=5 rtt=114 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.000725] TCP: my_cca: seq=17900 cwnd=5 rtt=112 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.006902] TCP: my_cca: seq=18000 cwnd=5 rtt=112 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.013055] TCP: my_cca: seq=18100 cwnd=5 rtt=118 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.019081] TCP: my_cca: seq=18200 cwnd=5 rtt=96 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.024723] TCP: my_cca: seq=18300 cwnd=5 rtt=115 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.030462] TCP: my_cca: seq=18400 cwnd=5 rtt=115 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.036229] TCP: my_cca: seq=18500 cwnd=5 rtt=112 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.042085] TCP: my_cca: seq=18600 cwnd=5 rtt=116 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.047728] TCP: my_cca: seq=18700 cwnd=5 rtt=131 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.053406] TCP: my_cca: seq=18800 cwnd=5 rtt=112 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.059179] TCP: my_cca: seq=18900 cwnd=5 rtt=117 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.064967] TCP: my_cca: seq=19000 cwnd=5 rtt=118 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.070559] TCP: my_cca: seq=19100 cwnd=5 rtt=121 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.082411] TCP: my_cca: seq=19300 cwnd=5 rtt=104 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.088214] TCP: my_cca: seq=19400 cwnd=5 rtt=116 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.094155] TCP: my_cca: seq=19500 cwnd=5 rtt=117 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.099730] TCP: my_cca: seq=19600 cwnd=5 rtt=117 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.105685] TCP: my_cca: seq=19700 cwnd=5 rtt=117 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.111674] TCP: my_cca: seq=19800 cwnd=5 rtt=112 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.117566] TCP: my_cca: seq=19900 cwnd=5 rtt=104 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.123391] TCP: my_cca: seq=20000 cwnd=5 rtt=114 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.129212] TCP: my_cca: seq=20100 cwnd=5 rtt=117 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.135035] TCP: my_cca: seq=20200 cwnd=5 rtt=115 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.140894] TCP: my_cca: seq=20300 cwnd=5 rtt=112 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.146726] TCP: my_cca: seq=20400 cwnd=5 rtt=113 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.152435] TCP: my_cca: seq=20500 cwnd=5 rtt=114 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.158056] TCP: my_cca: seq=20600 cwnd=5 rtt=117 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.163473] TCP: my_cca: seq=20700 cwnd=5 rtt=113 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.169041] TCP: my_cca: seq=20800 cwnd=5 rtt=109 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.174726] TCP: my_cca: seq=20900 cwnd=5 rtt=115 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.180444] TCP: my_cca: seq=21000 cwnd=5 rtt=109 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.186013] TCP: my_cca: seq=21100 cwnd=5 rtt=103 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.191858] TCP: my_cca: seq=21200 cwnd=5 rtt=121 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.197583] TCP: my_cca: seq=21300 cwnd=5 rtt=113 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.203432] TCP: my_cca: seq=21400 cwnd=5 rtt=111 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.209191] TCP: my_cca: seq=21500 cwnd=5 rtt=119 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.215031] TCP: my_cca: seq=21600 cwnd=5 rtt=114 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.221077] TCP: my_cca: seq=21700 cwnd=5 rtt=120 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.227309] TCP: my_cca: seq=21800 cwnd=5 rtt=110 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.233037] TCP: my_cca: seq=21900 cwnd=5 rtt=136 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.238856] TCP: my_cca: seq=22000 cwnd=5 rtt=108 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.244564] TCP: my_cca: seq=22100 cwnd=5 rtt=116 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.250432] TCP: my_cca: seq=22200 cwnd=5 rtt=116 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.256209] TCP: my_cca: seq=22300 cwnd=5 rtt=117 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.262098] TCP: my_cca: seq=22400 cwnd=5 rtt=119 phase=congestion_avoidance Destination: 192.168.88.253:60834
[128347.267865] TCP: my_cca: seq=22500 cwnd=5 rtt=116 phase=congestion_avoidance Destination: 192.168.88.253:60834
