[ 6583.795387] TCP: my_cca: seq=1 cwnd=10 rtt=342 bytes_acked=4344 bytes_sent=10220 phase=slow_start Destination: 192.168.88.253:54910
[ 6583.803705] TCP: my_cca: seq=100 cwnd=5 rtt=140 bytes_acked=301268 bytes_sent=334572 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.803980] TCP: my_cca: seq=102 cwnd=6 rtt=268 bytes_acked=307060 bytes_sent=341812 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.804236] TCP: my_cca: seq=105 cwnd=3 rtt=113 bytes_acked=315748 bytes_sent=349052 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.804803] TCP: my_cca: seq=112 cwnd=6 rtt=247 bytes_acked=333124 bytes_sent=370772 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.805050] TCP: my_cca: seq=116 cwnd=3 rtt=110 bytes_acked=341812 bytes_sent=378012 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.805725] TCP: my_cca: seq=123 cwnd=6 rtt=279 bytes_acked=359188 bytes_sent=399732 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.805947] TCP: my_cca: seq=126 cwnd=3 rtt=129 bytes_acked=366428 bytes_sent=406972 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.806469] TCP: my_cca: seq=134 cwnd=6 rtt=154 bytes_acked=383804 bytes_sent=428692 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.806753] TCP: my_cca: seq=137 cwnd=3 rtt=101 bytes_acked=392492 bytes_sent=434484 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.807188] TCP: my_cca: seq=143 cwnd=6 rtt=154 bytes_acked=405524 bytes_sent=453308 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.807503] TCP: my_cca: seq=146 cwnd=3 rtt=105 bytes_acked=414212 bytes_sent=459100 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.808064] TCP: my_cca: seq=154 cwnd=6 rtt=182 bytes_acked=431588 bytes_sent=482268 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.808370] TCP: my_cca: seq=157 cwnd=3 rtt=105 bytes_acked=440276 bytes_sent=488060 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.809064] TCP: my_cca: seq=165 cwnd=6 rtt=271 bytes_acked=459100 bytes_sent=511228 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.809321] TCP: my_cca: seq=168 cwnd=3 rtt=105 bytes_acked=467788 bytes_sent=518468 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.809802] TCP: my_cca: seq=175 cwnd=6 rtt=174 bytes_acked=483716 bytes_sent=540188 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.810160] TCP: my_cca: seq=179 cwnd=3 rtt=124 bytes_acked=492404 bytes_sent=547428 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.810681] TCP: my_cca: seq=187 cwnd=6 rtt=191 bytes_acked=509780 bytes_sent=569148 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.810946] TCP: my_cca: seq=191 cwnd=3 rtt=89 bytes_acked=518468 bytes_sent=574940 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.811681] TCP: my_cca: seq=198 cwnd=6 rtt=278 bytes_acked=537292 bytes_sent=598108 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.811813] TCP: my_cca: seq=200 cwnd=3 rtt=95 bytes_acked=543084 bytes_sent=602452 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.811943] TCP: my_cca: seq=201 cwnd=3 rtt=108 bytes_acked=545980 bytes_sent=605348 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.812422] TCP: my_cca: seq=208 cwnd=6 rtt=166 bytes_acked=561908 bytes_sent=627068 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.812785] TCP: my_cca: seq=212 cwnd=3 rtt=127 bytes_acked=570596 bytes_sent=634308 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.813297] TCP: my_cca: seq=220 cwnd=6 rtt=186 bytes_acked=587972 bytes_sent=656028 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.813574] TCP: my_cca: seq=224 cwnd=3 rtt=101 bytes_acked=596660 bytes_sent=661820 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.814304] TCP: my_cca: seq=231 cwnd=6 rtt=276 bytes_acked=615484 bytes_sent=684988 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.814565] TCP: my_cca: seq=234 cwnd=3 rtt=111 bytes_acked=624172 bytes_sent=692228 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.815039] TCP: my_cca: seq=241 cwnd=6 rtt=166 bytes_acked=640100 bytes_sent=713948 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.815400] TCP: my_cca: seq=245 cwnd=3 rtt=120 bytes_acked=648788 bytes_sent=721188 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.815913] TCP: my_cca: seq=253 cwnd=6 rtt=177 bytes_acked=666164 bytes_sent=742908 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.816177] TCP: my_cca: seq=256 cwnd=3 rtt=95 bytes_acked=674852 bytes_sent=748700 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.816912] TCP: my_cca: seq=264 cwnd=6 rtt=268 bytes_acked=693676 bytes_sent=771868 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.817169] TCP: my_cca: seq=267 cwnd=3 rtt=109 bytes_acked=702364 bytes_sent=779108 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.817659] TCP: my_cca: seq=274 cwnd=6 rtt=168 bytes_acked=718292 bytes_sent=800828 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.818012] TCP: my_cca: seq=278 cwnd=3 rtt=120 bytes_acked=726980 bytes_sent=808068 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.818538] TCP: my_cca: seq=286 cwnd=6 rtt=195 bytes_acked=744356 bytes_sent=829788 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.818815] TCP: my_cca: seq=289 cwnd=3 rtt=99 bytes_acked=753044 bytes_sent=835580 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.819484] TCP: my_cca: seq=297 cwnd=6 rtt=232 bytes_acked=771868 bytes_sent=858748 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.819615] TCP: my_cca: seq=300 cwnd=3 rtt=96 bytes_acked=777660 bytes_sent=863092 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.819737] TCP: my_cca: seq=301 cwnd=3 rtt=109 bytes_acked=780556 bytes_sent=865988 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.820269] TCP: my_cca: seq=308 cwnd=6 rtt=175 bytes_acked=796484 bytes_sent=887708 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.820638] TCP: my_cca: seq=312 cwnd=3 rtt=122 bytes_acked=805172 bytes_sent=894948 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.821148] TCP: my_cca: seq=320 cwnd=6 rtt=167 bytes_acked=822548 bytes_sent=916668 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.821405] TCP: my_cca: seq=323 cwnd=3 rtt=93 bytes_acked=831236 bytes_sent=922460 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.822145] TCP: my_cca: seq=330 cwnd=6 rtt=277 bytes_acked=850060 bytes_sent=945628 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.822421] TCP: my_cca: seq=333 cwnd=3 rtt=114 bytes_acked=858748 bytes_sent=952868 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.822887] TCP: my_cca: seq=340 cwnd=6 rtt=164 bytes_acked=874676 bytes_sent=974588 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.823227] TCP: my_cca: seq=344 cwnd=3 rtt=120 bytes_acked=883364 bytes_sent=981828 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.823758] TCP: my_cca: seq=352 cwnd=6 rtt=186 bytes_acked=900740 bytes_sent=1003548 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.824025] TCP: my_cca: seq=356 cwnd=3 rtt=98 bytes_acked=909428 bytes_sent=1009340 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.824764] TCP: my_cca: seq=363 cwnd=6 rtt=261 bytes_acked=928252 bytes_sent=1032508 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.825024] TCP: my_cca: seq=366 cwnd=3 rtt=108 bytes_acked=936940 bytes_sent=1039748 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.825484] TCP: my_cca: seq=373 cwnd=6 rtt=145 bytes_acked=952868 bytes_sent=1061468 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.825858] TCP: my_cca: seq=377 cwnd=3 rtt=129 bytes_acked=961556 bytes_sent=1068708 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.826380] TCP: my_cca: seq=384 cwnd=6 rtt=185 bytes_acked=978932 bytes_sent=1090428 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.826642] TCP: my_cca: seq=387 cwnd=3 rtt=94 bytes_acked=987620 bytes_sent=1096220 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.827382] TCP: my_cca: seq=395 cwnd=6 rtt=270 bytes_acked=1006444 bytes_sent=1119388 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.827644] TCP: my_cca: seq=398 cwnd=3 rtt=111 bytes_acked=1015132 bytes_sent=1126628 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.827784] TCP: my_cca: seq=400 cwnd=4 rtt=105 bytes_acked=1020924 bytes_sent=1132420 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.828117] TCP: my_cca: seq=405 cwnd=6 rtt=172 bytes_acked=1031060 bytes_sent=1148348 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.828473] TCP: my_cca: seq=409 cwnd=3 rtt=127 bytes_acked=1039748 bytes_sent=1155588 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.828988] TCP: my_cca: seq=417 cwnd=6 rtt=184 bytes_acked=1057124 bytes_sent=1177308 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.829260] TCP: my_cca: seq=421 cwnd=3 rtt=96 bytes_acked=1065812 bytes_sent=1183100 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.829867] TCP: my_cca: seq=429 cwnd=6 rtt=155 bytes_acked=1083188 bytes_sent=1206268 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.830218] TCP: my_cca: seq=433 cwnd=3 rtt=124 bytes_acked=1091876 bytes_sent=1213508 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.830735] TCP: my_cca: seq=441 cwnd=6 rtt=187 bytes_acked=1109252 bytes_sent=1235228 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.831001] TCP: my_cca: seq=444 cwnd=3 rtt=95 bytes_acked=1117940 bytes_sent=1241020 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.831547] TCP: my_cca: seq=450 cwnd=6 rtt=219 bytes_acked=1132420 bytes_sent=1259844 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.831791] TCP: my_cca: seq=454 cwnd=3 rtt=107 bytes_acked=1141108 bytes_sent=1267084 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.832330] TCP: my_cca: seq=461 cwnd=6 rtt=162 bytes_acked=1157036 bytes_sent=1288804 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.832690] TCP: my_cca: seq=465 cwnd=3 rtt=128 bytes_acked=1165724 bytes_sent=1296044 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.833366] TCP: my_cca: seq=473 cwnd=6 rtt=218 bytes_acked=1185996 bytes_sent=1319212 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.833584] TCP: my_cca: seq=476 cwnd=3 rtt=130 bytes_acked=1191788 bytes_sent=1326452 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.834207] TCP: my_cca: seq=483 cwnd=6 rtt=251 bytes_acked=1210612 bytes_sent=1351068 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.834475] TCP: my_cca: seq=486 cwnd=3 rtt=131 bytes_acked=1219300 bytes_sent=1358308 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.834921] TCP: my_cca: seq=493 cwnd=6 rtt=157 bytes_acked=1235228 bytes_sent=1380028 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.835302] TCP: my_cca: seq=497 cwnd=3 rtt=123 bytes_acked=1243916 bytes_sent=1387268 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.835544] TCP: my_cca: seq=500 cwnd=5 rtt=98 bytes_acked=1252604 bytes_sent=1395956 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.835835] TCP: my_cca: seq=504 cwnd=6 rtt=208 bytes_acked=1261292 bytes_sent=1411884 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.836117] TCP: my_cca: seq=508 cwnd=3 rtt=123 bytes_acked=1269980 bytes_sent=1419124 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.836777] TCP: my_cca: seq=515 cwnd=6 rtt=227 bytes_acked=1288804 bytes_sent=1440844 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.837013] TCP: my_cca: seq=519 cwnd=3 rtt=94 bytes_acked=1297492 bytes_sent=1448084 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.837578] TCP: my_cca: seq=525 cwnd=6 rtt=180 bytes_acked=1313420 bytes_sent=1469804 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.837915] TCP: my_cca: seq=529 cwnd=3 rtt=114 bytes_acked=1322108 bytes_sent=1475596 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.838415] TCP: my_cca: seq=537 cwnd=6 rtt=112 bytes_acked=1339484 bytes_sent=1498764 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.838743] TCP: my_cca: seq=541 cwnd=3 rtt=128 bytes_acked=1348172 bytes_sent=1506004 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.839443] TCP: my_cca: seq=548 cwnd=6 rtt=280 bytes_acked=1366996 bytes_sent=1527724 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.839699] TCP: my_cca: seq=551 cwnd=3 rtt=106 bytes_acked=1375684 bytes_sent=1534964 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.840148] TCP: my_cca: seq=557 cwnd=6 rtt=134 bytes_acked=1391612 bytes_sent=1556684 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.840544] TCP: my_cca: seq=561 cwnd=3 rtt=130 bytes_acked=1400300 bytes_sent=1563924 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.841207] TCP: my_cca: seq=569 cwnd=6 rtt=215 bytes_acked=1422020 bytes_sent=1591436 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.841425] TCP: my_cca: seq=571 cwnd=3 rtt=131 bytes_acked=1426364 bytes_sent=1598676 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.842055] TCP: my_cca: seq=578 cwnd=6 rtt=270 bytes_acked=1445188 bytes_sent=1620396 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.842308] TCP: my_cca: seq=581 cwnd=3 rtt=106 bytes_acked=1453876 bytes_sent=1627636 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.842795] TCP: my_cca: seq=587 cwnd=6 rtt=120 bytes_acked=1469804 bytes_sent=1649356 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.843140] TCP: my_cca: seq=591 cwnd=3 rtt=118 bytes_acked=1478492 bytes_sent=1656596 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.843701] TCP: my_cca: seq=598 cwnd=6 rtt=121 bytes_acked=1495868 bytes_sent=1678316 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.843845] TCP: my_cca: seq=600 cwnd=3 rtt=222 bytes_acked=1500212 bytes_sent=1679764 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.844019] TCP: my_cca: seq=602 cwnd=3 rtt=121 bytes_acked=1504556 bytes_sent=1685556 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.844674] TCP: my_cca: seq=609 cwnd=6 rtt=284 bytes_acked=1523380 bytes_sent=1707276 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.845028] TCP: my_cca: seq=612 cwnd=3 rtt=102 bytes_acked=1533516 bytes_sent=1714516 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.845703] TCP: my_cca: seq=621 cwnd=7 rtt=193 bytes_acked=1556684 bytes_sent=1744924 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.846118] TCP: my_cca: seq=624 cwnd=3 rtt=157 bytes_acked=1565372 bytes_sent=1752164 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.846719] TCP: my_cca: seq=632 cwnd=6 rtt=197 bytes_acked=1585644 bytes_sent=1775332 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.846930] TCP: my_cca: seq=635 cwnd=3 rtt=127 bytes_acked=1591436 bytes_sent=1782572 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.847592] TCP: my_cca: seq=642 cwnd=6 rtt=206 bytes_acked=1611708 bytes_sent=1810084 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.847792] TCP: my_cca: seq=645 cwnd=3 rtt=115 bytes_acked=1617500 bytes_sent=1817324 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.848461] TCP: my_cca: seq=653 cwnd=6 rtt=205 bytes_acked=1637772 bytes_sent=1844836 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.848661] TCP: my_cca: seq=656 cwnd=3 rtt=116 bytes_acked=1643564 bytes_sent=1852076 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.849333] TCP: my_cca: seq=663 cwnd=6 rtt=204 bytes_acked=1663836 bytes_sent=1879588 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.849535] TCP: my_cca: seq=666 cwnd=3 rtt=116 bytes_acked=1669628 bytes_sent=1886828 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.850195] TCP: my_cca: seq=674 cwnd=6 rtt=255 bytes_acked=1688452 bytes_sent=1908548 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.850443] TCP: my_cca: seq=677 cwnd=3 rtt=108 bytes_acked=1697140 bytes_sent=1915788 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.850945] TCP: my_cca: seq=683 cwnd=6 rtt=176 bytes_acked=1713068 bytes_sent=1937508 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.851293] TCP: my_cca: seq=687 cwnd=3 rtt=126 bytes_acked=1721756 bytes_sent=1944748 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.851951] TCP: my_cca: seq=695 cwnd=6 rtt=205 bytes_acked=1742028 bytes_sent=1972260 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.852148] TCP: my_cca: seq=698 cwnd=3 rtt=113 bytes_acked=1747820 bytes_sent=1979500 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.852302] TCP: my_cca: seq=700 cwnd=4 rtt=117 bytes_acked=1752164 bytes_sent=1985292 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.852812] TCP: my_cca: seq=705 cwnd=6 rtt=282 bytes_acked=1766644 bytes_sent=2001220 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.853055] TCP: my_cca: seq=708 cwnd=3 rtt=103 bytes_acked=1775332 bytes_sent=2008460 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.853535] TCP: my_cca: seq=714 cwnd=6 rtt=158 bytes_acked=1791260 bytes_sent=2030180 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.853902] TCP: my_cca: seq=718 cwnd=3 rtt=123 bytes_acked=1799948 bytes_sent=2037420 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.854569] TCP: my_cca: seq=726 cwnd=6 rtt=206 bytes_acked=1820220 bytes_sent=2064932 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.854776] TCP: my_cca: seq=729 cwnd=3 rtt=123 bytes_acked=1826012 bytes_sent=2072172 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.855427] TCP: my_cca: seq=736 cwnd=6 rtt=284 bytes_acked=1844836 bytes_sent=2093892 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.855674] TCP: my_cca: seq=739 cwnd=3 rtt=106 bytes_acked=1853524 bytes_sent=2101132 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.856149] TCP: my_cca: seq=745 cwnd=6 rtt=158 bytes_acked=1869452 bytes_sent=2122852 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.856524] TCP: my_cca: seq=749 cwnd=3 rtt=129 bytes_acked=1878140 bytes_sent=2130092 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.857182] TCP: my_cca: seq=757 cwnd=6 rtt=204 bytes_acked=1898412 bytes_sent=2157604 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.857379] TCP: my_cca: seq=760 cwnd=3 rtt=113 bytes_acked=1904204 bytes_sent=2164844 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.858043] TCP: my_cca: seq=767 cwnd=6 rtt=282 bytes_acked=1923028 bytes_sent=2186564 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.858295] TCP: my_cca: seq=770 cwnd=3 rtt=109 bytes_acked=1931716 bytes_sent=2193804 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.858768] TCP: my_cca: seq=776 cwnd=6 rtt=162 bytes_acked=1947644 bytes_sent=2215524 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.859128] TCP: my_cca: seq=780 cwnd=3 rtt=113 bytes_acked=1956332 bytes_sent=2221316 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.859675] TCP: my_cca: seq=788 cwnd=6 rtt=177 bytes_acked=1973708 bytes_sent=2244484 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.859997] TCP: my_cca: seq=792 cwnd=3 rtt=118 bytes_acked=1982396 bytes_sent=2251724 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.860661] TCP: my_cca: seq=799 cwnd=6 rtt=285 bytes_acked=2001220 bytes_sent=2273444 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.860698] TCP: my_cca: seq=800 cwnd=3 rtt=322 bytes_acked=2004116 bytes_sent=2274892 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.860915] TCP: my_cca: seq=802 cwnd=3 rtt=108 bytes_acked=2009908 bytes_sent=2280684 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.861391] TCP: my_cca: seq=808 cwnd=6 rtt=156 bytes_acked=2025836 bytes_sent=2302404 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.861851] TCP: my_cca: seq=812 cwnd=3 rtt=203 bytes_acked=2034524 bytes_sent=2309644 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.862291] TCP: my_cca: seq=820 cwnd=6 rtt=117 bytes_acked=2051900 bytes_sent=2331364 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.862604] TCP: my_cca: seq=824 cwnd=3 rtt=116 bytes_acked=2060588 bytes_sent=2338604 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.863278] TCP: my_cca: seq=831 cwnd=6 rtt=268 bytes_acked=2079412 bytes_sent=2363220 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.863517] TCP: my_cca: seq=834 cwnd=3 rtt=105 bytes_acked=2088100 bytes_sent=2367564 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.863990] TCP: my_cca: seq=840 cwnd=6 rtt=135 bytes_acked=2104028 bytes_sent=2389284 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.864383] TCP: my_cca: seq=844 cwnd=3 rtt=130 bytes_acked=2112716 bytes_sent=2396524 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.865053] TCP: my_cca: seq=852 cwnd=6 rtt=221 bytes_acked=2134436 bytes_sent=2424036 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.865290] TCP: my_cca: seq=854 cwnd=3 rtt=155 bytes_acked=2138780 bytes_sent=2431276 phase=congestion_avoidance Destination: 192.168.88.253:54910
[ 6583.865897] TCP: my_cca: seq=861 cwnd=6 rtt=271 bytes_acked=2157604 bytes_sent=2452996 phase=loss_recovery Destination: 192.168.88.253:54910
[ 6583.866237] TCP: my_cca: seq=864 cwnd=3 rtt=142 bytes_acked=2166292 bytes_sent=2460236 phase=congestion_avoidance Destination: 192.168.88.253:54910
