[567778.288883] TCP: my_cca: seq=1 cwnd=10 rtt=227 phase=loss_recovery Destination: 192.168.88.253:47382
[567779.277830] TCP: my_cca: seq=8900 cwnd=3 rtt=116 phase=slow_start Destination: 192.168.88.253:47382
[567779.288846] TCP: my_cca: seq=9000 cwnd=3 rtt=108 phase=slow_start Destination: 192.168.88.253:47382
[567779.299729] TCP: my_cca: seq=9100 cwnd=3 rtt=100 phase=slow_start Destination: 192.168.88.253:47382
[567779.310474] TCP: my_cca: seq=9200 cwnd=3 rtt=103 phase=slow_start Destination: 192.168.88.253:47382
[567779.321368] TCP: my_cca: seq=9300 cwnd=3 rtt=100 phase=slow_start Destination: 192.168.88.253:47382
[567779.332758] TCP: my_cca: seq=9400 cwnd=3 rtt=101 phase=slow_start Destination: 192.168.88.253:47382
[567779.344129] TCP: my_cca: seq=9500 cwnd=3 rtt=99 phase=slow_start Destination: 192.168.88.253:47382
[567779.354948] TCP: my_cca: seq=9600 cwnd=3 rtt=112 phase=slow_start Destination: 192.168.88.253:47382
[567779.366082] TCP: my_cca: seq=9700 cwnd=3 rtt=108 phase=slow_start Destination: 192.168.88.253:47382
[567779.377139] TCP: my_cca: seq=9800 cwnd=3 rtt=102 phase=slow_start Destination: 192.168.88.253:47382
[567779.389072] TCP: my_cca: seq=9900 cwnd=3 rtt=114 phase=slow_start Destination: 192.168.88.253:47382
[567779.400353] TCP: my_cca: seq=10000 cwnd=3 rtt=101 phase=slow_start Destination: 192.168.88.253:47382
[567779.411555] TCP: my_cca: seq=10100 cwnd=3 rtt=125 phase=slow_start Destination: 192.168.88.253:47382
[567779.422217] TCP: my_cca: seq=10200 cwnd=3 rtt=101 phase=slow_start Destination: 192.168.88.253:47382
[567779.432957] TCP: my_cca: seq=10300 cwnd=3 rtt=104 phase=slow_start Destination: 192.168.88.253:47382
[567779.443569] TCP: my_cca: seq=10400 cwnd=3 rtt=103 phase=slow_start Destination: 192.168.88.253:47382
[567779.454200] TCP: my_cca: seq=10500 cwnd=3 rtt=102 phase=slow_start Destination: 192.168.88.253:47382
[567779.464778] TCP: my_cca: seq=10600 cwnd=3 rtt=102 phase=slow_start Destination: 192.168.88.253:47382
[567779.475555] TCP: my_cca: seq=10700 cwnd=3 rtt=101 phase=slow_start Destination: 192.168.88.253:47382
[567779.486557] TCP: my_cca: seq=10800 cwnd=3 rtt=101 phase=slow_start Destination: 192.168.88.253:47382
[567779.497799] TCP: my_cca: seq=10900 cwnd=3 rtt=101 phase=slow_start Destination: 192.168.88.253:47382
[567779.509384] TCP: my_cca: seq=11000 cwnd=3 rtt=112 phase=slow_start Destination: 192.168.88.253:47382
[567779.520947] TCP: my_cca: seq=11100 cwnd=3 rtt=107 phase=slow_start Destination: 192.168.88.253:47382
[567779.533117] TCP: my_cca: seq=11200 cwnd=3 rtt=119 phase=slow_start Destination: 192.168.88.253:47382
[567779.545073] TCP: my_cca: seq=11300 cwnd=3 rtt=107 phase=slow_start Destination: 192.168.88.253:47382
[567779.556945] TCP: my_cca: seq=11400 cwnd=3 rtt=116 phase=slow_start Destination: 192.168.88.253:47382
[567779.568450] TCP: my_cca: seq=11500 cwnd=3 rtt=136 phase=slow_start Destination: 192.168.88.253:47382
[567779.580370] TCP: my_cca: seq=11600 cwnd=3 rtt=103 phase=slow_start Destination: 192.168.88.253:47382
[567779.591614] TCP: my_cca: seq=11700 cwnd=3 rtt=211 phase=slow_start Destination: 192.168.88.253:47382
[567779.603724] TCP: my_cca: seq=11800 cwnd=3 rtt=109 phase=slow_start Destination: 192.168.88.253:47382
[567779.615459] TCP: my_cca: seq=11900 cwnd=3 rtt=122 phase=slow_start Destination: 192.168.88.253:47382
[567779.627180] TCP: my_cca: seq=12000 cwnd=3 rtt=125 phase=slow_start Destination: 192.168.88.253:47382
[567779.638670] TCP: my_cca: seq=12100 cwnd=3 rtt=106 phase=slow_start Destination: 192.168.88.253:47382
[567779.650409] TCP: my_cca: seq=12200 cwnd=3 rtt=105 phase=slow_start Destination: 192.168.88.253:47382
[567779.661983] TCP: my_cca: seq=12300 cwnd=3 rtt=107 phase=slow_start Destination: 192.168.88.253:47382
[567779.673800] TCP: my_cca: seq=12400 cwnd=3 rtt=105 phase=slow_start Destination: 192.168.88.253:47382
[567779.685379] TCP: my_cca: seq=12500 cwnd=3 rtt=106 phase=slow_start Destination: 192.168.88.253:47382
[567779.696668] TCP: my_cca: seq=12600 cwnd=3 rtt=105 phase=slow_start Destination: 192.168.88.253:47382
[567779.707968] TCP: my_cca: seq=12700 cwnd=3 rtt=107 phase=slow_start Destination: 192.168.88.253:47382
[567779.718913] TCP: my_cca: seq=12800 cwnd=3 rtt=106 phase=slow_start Destination: 192.168.88.253:47382
[567779.729977] TCP: my_cca: seq=12900 cwnd=3 rtt=110 phase=slow_start Destination: 192.168.88.253:47382
[567779.741108] TCP: my_cca: seq=13000 cwnd=3 rtt=108 phase=slow_start Destination: 192.168.88.253:47382
[567779.752255] TCP: my_cca: seq=13100 cwnd=3 rtt=105 phase=slow_start Destination: 192.168.88.253:47382
[567779.763126] TCP: my_cca: seq=13200 cwnd=3 rtt=108 phase=slow_start Destination: 192.168.88.253:47382
[567779.773933] TCP: my_cca: seq=13300 cwnd=3 rtt=107 phase=slow_start Destination: 192.168.88.253:47382
[567779.784840] TCP: my_cca: seq=13400 cwnd=3 rtt=106 phase=slow_start Destination: 192.168.88.253:47382
[567779.795781] TCP: my_cca: seq=13500 cwnd=3 rtt=105 phase=slow_start Destination: 192.168.88.253:47382
[567779.806631] TCP: my_cca: seq=13600 cwnd=3 rtt=105 phase=slow_start Destination: 192.168.88.253:47382
[567779.817557] TCP: my_cca: seq=13700 cwnd=3 rtt=104 phase=slow_start Destination: 192.168.88.253:47382
[567779.828470] TCP: my_cca: seq=13800 cwnd=3 rtt=103 phase=slow_start Destination: 192.168.88.253:47382
[567779.839341] TCP: my_cca: seq=13900 cwnd=3 rtt=104 phase=slow_start Destination: 192.168.88.253:47382
[567779.850284] TCP: my_cca: seq=14000 cwnd=3 rtt=107 phase=slow_start Destination: 192.168.88.253:47382
[567779.861194] TCP: my_cca: seq=14100 cwnd=3 rtt=108 phase=slow_start Destination: 192.168.88.253:47382
[567779.872096] TCP: my_cca: seq=14200 cwnd=3 rtt=111 phase=slow_start Destination: 192.168.88.253:47382
[567779.883070] TCP: my_cca: seq=14300 cwnd=3 rtt=109 phase=slow_start Destination: 192.168.88.253:47382
[567779.894293] TCP: my_cca: seq=14400 cwnd=3 rtt=104 phase=slow_start Destination: 192.168.88.253:47382
[567779.905499] TCP: my_cca: seq=14500 cwnd=3 rtt=106 phase=slow_start Destination: 192.168.88.253:47382
[567779.916598] TCP: my_cca: seq=14600 cwnd=3 rtt=106 phase=slow_start Destination: 192.168.88.253:47382
[567779.927448] TCP: my_cca: seq=14700 cwnd=3 rtt=104 phase=slow_start Destination: 192.168.88.253:47382
[567779.938607] TCP: my_cca: seq=14800 cwnd=3 rtt=106 phase=slow_start Destination: 192.168.88.253:47382
[567779.949821] TCP: my_cca: seq=14900 cwnd=3 rtt=105 phase=slow_start Destination: 192.168.88.253:47382
[567779.961003] TCP: my_cca: seq=15000 cwnd=3 rtt=111 phase=slow_start Destination: 192.168.88.253:47382
[567779.972234] TCP: my_cca: seq=15100 cwnd=3 rtt=108 phase=slow_start Destination: 192.168.88.253:47382
[567779.983511] TCP: my_cca: seq=15200 cwnd=3 rtt=104 phase=slow_start Destination: 192.168.88.253:47382
[567779.994779] TCP: my_cca: seq=15300 cwnd=3 rtt=108 phase=slow_start Destination: 192.168.88.253:47382
[567780.005898] TCP: my_cca: seq=15400 cwnd=3 rtt=127 phase=slow_start Destination: 192.168.88.253:47382
[567780.017126] TCP: my_cca: seq=15500 cwnd=3 rtt=149 phase=slow_start Destination: 192.168.88.253:47382
[567780.028441] TCP: my_cca: seq=15600 cwnd=3 rtt=106 phase=slow_start Destination: 192.168.88.253:47382
[567780.039668] TCP: my_cca: seq=15700 cwnd=3 rtt=104 phase=slow_start Destination: 192.168.88.253:47382
[567780.051520] TCP: my_cca: seq=15800 cwnd=3 rtt=106 phase=slow_start Destination: 192.168.88.253:47382
[567780.062741] TCP: my_cca: seq=15900 cwnd=3 rtt=105 phase=slow_start Destination: 192.168.88.253:47382
[567780.074912] TCP: my_cca: seq=16000 cwnd=3 rtt=105 phase=slow_start Destination: 192.168.88.253:47382
[567780.086978] TCP: my_cca: seq=16100 cwnd=3 rtt=108 phase=slow_start Destination: 192.168.88.253:47382
[567780.100189] TCP: my_cca: seq=16200 cwnd=3 rtt=123 phase=slow_start Destination: 192.168.88.253:47382
[567780.111528] TCP: my_cca: seq=16300 cwnd=3 rtt=119 phase=slow_start Destination: 192.168.88.253:47382
[567780.122837] TCP: my_cca: seq=16400 cwnd=3 rtt=134 phase=slow_start Destination: 192.168.88.253:47382
[567780.134349] TCP: my_cca: seq=16500 cwnd=3 rtt=141 phase=slow_start Destination: 192.168.88.253:47382
[567780.145845] TCP: my_cca: seq=16600 cwnd=3 rtt=142 phase=slow_start Destination: 192.168.88.253:47382
[567780.156932] TCP: my_cca: seq=16700 cwnd=3 rtt=104 phase=slow_start Destination: 192.168.88.253:47382
[567780.167861] TCP: my_cca: seq=16800 cwnd=3 rtt=103 phase=slow_start Destination: 192.168.88.253:47382
[567780.178521] TCP: my_cca: seq=16900 cwnd=3 rtt=106 phase=slow_start Destination: 192.168.88.253:47382
[567780.188944] TCP: my_cca: seq=17000 cwnd=3 rtt=103 phase=slow_start Destination: 192.168.88.253:47382
[567780.199740] TCP: my_cca: seq=17100 cwnd=3 rtt=101 phase=slow_start Destination: 192.168.88.253:47382
[567780.210779] TCP: my_cca: seq=17200 cwnd=3 rtt=104 phase=slow_start Destination: 192.168.88.253:47382
[567780.221753] TCP: my_cca: seq=17300 cwnd=3 rtt=149 phase=slow_start Destination: 192.168.88.253:47382
[567780.232636] TCP: my_cca: seq=17400 cwnd=3 rtt=104 phase=slow_start Destination: 192.168.88.253:47382
[567780.243375] TCP: my_cca: seq=17500 cwnd=3 rtt=102 phase=slow_start Destination: 192.168.88.253:47382
[567780.253754] TCP: my_cca: seq=17600 cwnd=3 rtt=102 phase=slow_start Destination: 192.168.88.253:47382
[567780.264236] TCP: my_cca: seq=17700 cwnd=3 rtt=108 phase=slow_start Destination: 192.168.88.253:47382
[567780.274550] TCP: my_cca: seq=17800 cwnd=3 rtt=103 phase=slow_start Destination: 192.168.88.253:47382
[567780.284785] TCP: my_cca: seq=17900 cwnd=3 rtt=102 phase=slow_start Destination: 192.168.88.253:47382
[567780.295109] TCP: my_cca: seq=18000 cwnd=3 rtt=102 phase=slow_start Destination: 192.168.88.253:47382
[567780.305461] TCP: my_cca: seq=18100 cwnd=3 rtt=102 phase=slow_start Destination: 192.168.88.253:47382
[567780.315761] TCP: my_cca: seq=18200 cwnd=3 rtt=100 phase=slow_start Destination: 192.168.88.253:47382
[567780.326306] TCP: my_cca: seq=18300 cwnd=3 rtt=103 phase=slow_start Destination: 192.168.88.253:47382
[567780.336532] TCP: my_cca: seq=18400 cwnd=3 rtt=101 phase=slow_start Destination: 192.168.88.253:47382
[567780.347025] TCP: my_cca: seq=18500 cwnd=3 rtt=104 phase=slow_start Destination: 192.168.88.253:47382
[567780.357595] TCP: my_cca: seq=18600 cwnd=3 rtt=101 phase=slow_start Destination: 192.168.88.253:47382
[567780.368111] TCP: my_cca: seq=18700 cwnd=3 rtt=104 phase=slow_start Destination: 192.168.88.253:47382
[567780.378619] TCP: my_cca: seq=18800 cwnd=3 rtt=101 phase=slow_start Destination: 192.168.88.253:47382
[567780.389036] TCP: my_cca: seq=18900 cwnd=3 rtt=102 phase=slow_start Destination: 192.168.88.253:47382
[567780.399659] TCP: my_cca: seq=19000 cwnd=3 rtt=105 phase=slow_start Destination: 192.168.88.253:47382
[567780.410257] TCP: my_cca: seq=19100 cwnd=3 rtt=103 phase=slow_start Destination: 192.168.88.253:47382
[567780.421047] TCP: my_cca: seq=19200 cwnd=3 rtt=108 phase=slow_start Destination: 192.168.88.253:47382
[567780.432464] TCP: my_cca: seq=19300 cwnd=3 rtt=104 phase=slow_start Destination: 192.168.88.253:47382
[567780.443601] TCP: my_cca: seq=19400 cwnd=3 rtt=103 phase=slow_start Destination: 192.168.88.253:47382
[567780.454506] TCP: my_cca: seq=19500 cwnd=3 rtt=103 phase=slow_start Destination: 192.168.88.253:47382
[567780.465718] TCP: my_cca: seq=19600 cwnd=3 rtt=132 phase=slow_start Destination: 192.168.88.253:47382
[567780.476827] TCP: my_cca: seq=19700 cwnd=3 rtt=105 phase=slow_start Destination: 192.168.88.253:47382
[567780.488378] TCP: my_cca: seq=19800 cwnd=3 rtt=106 phase=slow_start Destination: 192.168.88.253:47382
[567780.499854] TCP: my_cca: seq=19900 cwnd=3 rtt=113 phase=slow_start Destination: 192.168.88.253:47382
[567780.511318] TCP: my_cca: seq=20000 cwnd=3 rtt=92 phase=slow_start Destination: 192.168.88.253:47382
[567780.522333] TCP: my_cca: seq=20100 cwnd=3 rtt=102 phase=slow_start Destination: 192.168.88.253:47382
[567780.532836] TCP: my_cca: seq=20200 cwnd=3 rtt=102 phase=slow_start Destination: 192.168.88.253:47382
[567780.543815] TCP: my_cca: seq=20300 cwnd=3 rtt=100 phase=slow_start Destination: 192.168.88.253:47382
[567780.554634] TCP: my_cca: seq=20400 cwnd=3 rtt=102 phase=slow_start Destination: 192.168.88.253:47382
[567780.565706] TCP: my_cca: seq=20500 cwnd=3 rtt=102 phase=slow_start Destination: 192.168.88.253:47382
[567780.576503] TCP: my_cca: seq=20600 cwnd=3 rtt=107 phase=slow_start Destination: 192.168.88.253:47382
[567780.587165] TCP: my_cca: seq=20700 cwnd=3 rtt=107 phase=slow_start Destination: 192.168.88.253:47382
[567780.598124] TCP: my_cca: seq=20800 cwnd=3 rtt=101 phase=slow_start Destination: 192.168.88.253:47382
[567780.608679] TCP: my_cca: seq=20900 cwnd=3 rtt=101 phase=slow_start Destination: 192.168.88.253:47382
[567780.619923] TCP: my_cca: seq=21000 cwnd=3 rtt=109 phase=slow_start Destination: 192.168.88.253:47382
[567780.630367] TCP: my_cca: seq=21100 cwnd=3 rtt=101 phase=slow_start Destination: 192.168.88.253:47382
[567780.641114] TCP: my_cca: seq=21200 cwnd=3 rtt=107 phase=slow_start Destination: 192.168.88.253:47382
[567780.651743] TCP: my_cca: seq=21300 cwnd=3 rtt=107 phase=slow_start Destination: 192.168.88.253:47382
[567780.662523] TCP: my_cca: seq=21400 cwnd=3 rtt=103 phase=slow_start Destination: 192.168.88.253:47382
[567780.673317] TCP: my_cca: seq=21500 cwnd=3 rtt=103 phase=slow_start Destination: 192.168.88.253:47382
[567780.684073] TCP: my_cca: seq=21600 cwnd=3 rtt=102 phase=slow_start Destination: 192.168.88.253:47382
[567780.695463] TCP: my_cca: seq=21700 cwnd=3 rtt=99 phase=slow_start Destination: 192.168.88.253:47382
[567780.705897] TCP: my_cca: seq=21800 cwnd=3 rtt=103 phase=slow_start Destination: 192.168.88.253:47382
[567780.716515] TCP: my_cca: seq=21900 cwnd=3 rtt=102 phase=slow_start Destination: 192.168.88.253:47382
[567780.727130] TCP: my_cca: seq=22000 cwnd=3 rtt=102 phase=slow_start Destination: 192.168.88.253:47382
[567780.737643] TCP: my_cca: seq=22100 cwnd=3 rtt=102 phase=slow_start Destination: 192.168.88.253:47382
[567780.748199] TCP: my_cca: seq=22200 cwnd=3 rtt=102 phase=slow_start Destination: 192.168.88.253:47382
[567780.758516] TCP: my_cca: seq=22300 cwnd=3 rtt=101 phase=slow_start Destination: 192.168.88.253:47382
[567780.768651] TCP: my_cca: seq=22400 cwnd=3 rtt=103 phase=slow_start Destination: 192.168.88.253:47382
[567780.779045] TCP: my_cca: seq=22500 cwnd=3 rtt=105 phase=slow_start Destination: 192.168.88.253:47382
[567780.789399] TCP: my_cca: seq=22600 cwnd=3 rtt=102 phase=slow_start Destination: 192.168.88.253:47382
[567780.799761] TCP: my_cca: seq=22700 cwnd=3 rtt=102 phase=slow_start Destination: 192.168.88.253:47382
[567780.810128] TCP: my_cca: seq=22800 cwnd=3 rtt=101 phase=slow_start Destination: 192.168.88.253:47382
[567780.820482] TCP: my_cca: seq=22900 cwnd=3 rtt=101 phase=slow_start Destination: 192.168.88.253:47382
[567780.830841] TCP: my_cca: seq=23000 cwnd=3 rtt=103 phase=slow_start Destination: 192.168.88.253:47382
[567780.841302] TCP: my_cca: seq=23100 cwnd=3 rtt=104 phase=slow_start Destination: 192.168.88.253:47382
[567780.851667] TCP: my_cca: seq=23200 cwnd=3 rtt=101 phase=slow_start Destination: 192.168.88.253:47382
[567780.862041] TCP: my_cca: seq=23300 cwnd=3 rtt=103 phase=slow_start Destination: 192.168.88.253:47382
[567780.872312] TCP: my_cca: seq=23400 cwnd=3 rtt=102 phase=slow_start Destination: 192.168.88.253:47382
[567780.882459] TCP: my_cca: seq=23500 cwnd=3 rtt=101 phase=slow_start Destination: 192.168.88.253:47382
[567780.892506] TCP: my_cca: seq=23600 cwnd=3 rtt=101 phase=slow_start Destination: 192.168.88.253:47382
[567780.902563] TCP: my_cca: seq=23700 cwnd=3 rtt=101 phase=slow_start Destination: 192.168.88.253:47382
[567780.912747] TCP: my_cca: seq=23800 cwnd=3 rtt=102 phase=slow_start Destination: 192.168.88.253:47382
