[286172.233242] TCP: my_cca: seq=371856 cwnd=6 rtt=424 bytes_acked=1073741830 bytes_sent=1102355757 phase=congestion_avoidance Destination: 192.168.88.253:39150
[286189.022583] TCP: my_cca: seq=2000 cwnd=8 rtt=377 bytes_acked=5188184 bytes_sent=5195424 phase=slow_start Destination: 192.168.88.253:50046
[286189.031249] TCP: my_cca: seq=2100 cwnd=8 rtt=337 bytes_acked=5447376 bytes_sent=5456064 phase=slow_start Destination: 192.168.88.253:50046
[286189.040161] TCP: my_cca: seq=2200 cwnd=8 rtt=326 bytes_acked=5713808 bytes_sent=5722496 phase=slow_start Destination: 192.168.88.253:50046
[286189.048429] TCP: my_cca: seq=2300 cwnd=8 rtt=367 bytes_acked=5962864 bytes_sent=5968656 phase=slow_start Destination: 192.168.88.253:50046
[286189.056881] TCP: my_cca: seq=2400 cwnd=8 rtt=171 bytes_acked=6214816 bytes_sent=6223504 phase=slow_start Destination: 192.168.88.253:50046
[286189.064857] TCP: my_cca: seq=2500 cwnd=8 rtt=392 bytes_acked=6453736 bytes_sent=6462424 phase=slow_start Destination: 192.168.88.253:50046
[286189.073889] TCP: my_cca: seq=2600 cwnd=8 rtt=413 bytes_acked=6721616 bytes_sent=6728856 phase=slow_start Destination: 192.168.88.253:50046
[286189.082875] TCP: my_cca: seq=2700 cwnd=8 rtt=385 bytes_acked=6992392 bytes_sent=6998184 phase=slow_start Destination: 192.168.88.253:50046
[286189.091462] TCP: my_cca: seq=2800 cwnd=8 rtt=302 bytes_acked=7248688 bytes_sent=7257376 phase=slow_start Destination: 192.168.88.253:50046
[286189.100220] TCP: my_cca: seq=2900 cwnd=8 rtt=388 bytes_acked=7510776 bytes_sent=7519464 phase=slow_start Destination: 192.168.88.253:50046
[286189.108243] TCP: my_cca: seq=3000 cwnd=8 rtt=418 bytes_acked=7749696 bytes_sent=7756936 phase=slow_start Destination: 192.168.88.253:50046
[286189.116742] TCP: my_cca: seq=3100 cwnd=8 rtt=227 bytes_acked=8004544 bytes_sent=8013232 phase=slow_start Destination: 192.168.88.253:50046
[286189.125461] TCP: my_cca: seq=3200 cwnd=8 rtt=390 bytes_acked=8265184 bytes_sent=8273872 phase=slow_start Destination: 192.168.88.253:50046
[286189.133503] TCP: my_cca: seq=3300 cwnd=8 rtt=230 bytes_acked=8505552 bytes_sent=8514240 phase=slow_start Destination: 192.168.88.253:50046
[286189.142287] TCP: my_cca: seq=3400 cwnd=8 rtt=286 bytes_acked=8767640 bytes_sent=8777776 phase=slow_start Destination: 192.168.88.253:50046
[286189.151099] TCP: my_cca: seq=3500 cwnd=8 rtt=225 bytes_acked=9029728 bytes_sent=9038416 phase=slow_start Destination: 192.168.88.253:50046
[286189.160158] TCP: my_cca: seq=3600 cwnd=8 rtt=386 bytes_acked=9297608 bytes_sent=9307744 phase=slow_start Destination: 192.168.88.253:50046
[286189.168722] TCP: my_cca: seq=3700 cwnd=8 rtt=343 bytes_acked=9552456 bytes_sent=9558248 phase=slow_start Destination: 192.168.88.253:50046
[286189.176781] TCP: my_cca: seq=3800 cwnd=8 rtt=388 bytes_acked=9794272 bytes_sent=9800064 phase=slow_start Destination: 192.168.88.253:50046
[286189.185567] TCP: my_cca: seq=3900 cwnd=8 rtt=228 bytes_acked=10057808 bytes_sent=10065048 phase=slow_start Destination: 192.168.88.253:50046
[286189.194524] TCP: my_cca: seq=4000 cwnd=8 rtt=389 bytes_acked=10325688 bytes_sent=10331480 phase=slow_start Destination: 192.168.88.253:50046
[286189.202875] TCP: my_cca: seq=4100 cwnd=8 rtt=340 bytes_acked=10573296 bytes_sent=10579088 phase=slow_start Destination: 192.168.88.253:50046
[286189.211254] TCP: my_cca: seq=4200 cwnd=8 rtt=382 bytes_acked=10823800 bytes_sent=10831040 phase=slow_start Destination: 192.168.88.253:50046
[286189.219701] TCP: my_cca: seq=4300 cwnd=8 rtt=356 bytes_acked=11075752 bytes_sent=11082992 phase=slow_start Destination: 192.168.88.253:50046
[286189.228437] TCP: my_cca: seq=4400 cwnd=8 rtt=337 bytes_acked=11339288 bytes_sent=11345080 phase=slow_start Destination: 192.168.88.253:50046
[286189.236747] TCP: my_cca: seq=4500 cwnd=8 rtt=400 bytes_acked=11585448 bytes_sent=11592688 phase=slow_start Destination: 192.168.88.253:50046
[286189.245588] TCP: my_cca: seq=4600 cwnd=8 rtt=388 bytes_acked=11851880 bytes_sent=11857672 phase=slow_start Destination: 192.168.88.253:50046
[286189.254608] TCP: my_cca: seq=4700 cwnd=8 rtt=331 bytes_acked=12121208 bytes_sent=12129896 phase=slow_start Destination: 192.168.88.253:50046
[286189.262712] TCP: my_cca: seq=4800 cwnd=8 rtt=401 bytes_acked=12363024 bytes_sent=12371712 phase=slow_start Destination: 192.168.88.253:50046
[286189.271915] TCP: my_cca: seq=4900 cwnd=8 rtt=333 bytes_acked=12636696 bytes_sent=12642488 phase=slow_start Destination: 192.168.88.253:50046
[286189.281155] TCP: my_cca: seq=5000 cwnd=8 rtt=275 bytes_acked=12914712 bytes_sent=12923400 phase=slow_start Destination: 192.168.88.253:50046
[286189.289778] TCP: my_cca: seq=5100 cwnd=8 rtt=385 bytes_acked=13172456 bytes_sent=13178248 phase=slow_start Destination: 192.168.88.253:50046
[286189.298368] TCP: my_cca: seq=5200 cwnd=8 rtt=394 bytes_acked=13428752 bytes_sent=13434544 phase=slow_start Destination: 192.168.88.253:50046
[286189.307306] TCP: my_cca: seq=5300 cwnd=8 rtt=441 bytes_acked=13692288 bytes_sent=13699528 phase=slow_start Destination: 192.168.88.253:50046
[286189.317223] TCP: my_cca: seq=5400 cwnd=8 rtt=385 bytes_acked=13992024 bytes_sent=13997816 phase=slow_start Destination: 192.168.88.253:50046
[286189.325871] TCP: my_cca: seq=5500 cwnd=8 rtt=277 bytes_acked=14251216 bytes_sent=14259904 phase=slow_start Destination: 192.168.88.253:50046
[286189.334696] TCP: my_cca: seq=5600 cwnd=8 rtt=395 bytes_acked=14514752 bytes_sent=14524888 phase=slow_start Destination: 192.168.88.253:50046
[286189.343425] TCP: my_cca: seq=5700 cwnd=8 rtt=401 bytes_acked=14775392 bytes_sent=14784080 phase=slow_start Destination: 192.168.88.253:50046
[286189.351748] TCP: my_cca: seq=5800 cwnd=8 rtt=288 bytes_acked=15024448 bytes_sent=15033136 phase=slow_start Destination: 192.168.88.253:50046
[286189.360916] TCP: my_cca: seq=5900 cwnd=8 rtt=441 bytes_acked=15296672 bytes_sent=15306808 phase=slow_start Destination: 192.168.88.253:50046
[286189.369278] TCP: my_cca: seq=6000 cwnd=8 rtt=409 bytes_acked=15547176 bytes_sent=15554416 phase=slow_start Destination: 192.168.88.253:50046
[286189.378647] TCP: my_cca: seq=6100 cwnd=8 rtt=230 bytes_acked=15828088 bytes_sent=15836776 phase=slow_start Destination: 192.168.88.253:50046
[286189.387463] TCP: my_cca: seq=6200 cwnd=8 rtt=262 bytes_acked=16091624 bytes_sent=16100312 phase=slow_start Destination: 192.168.88.253:50046
[286189.396965] TCP: my_cca: seq=6300 cwnd=8 rtt=375 bytes_acked=16375432 bytes_sent=16385568 phase=slow_start Destination: 192.168.88.253:50046
[286189.405988] TCP: my_cca: seq=6400 cwnd=8 rtt=399 bytes_acked=16644760 bytes_sent=16650552 phase=slow_start Destination: 192.168.88.253:50046
[286189.415674] TCP: my_cca: seq=6500 cwnd=8 rtt=396 bytes_acked=16932912 bytes_sent=16943048 phase=slow_start Destination: 192.168.88.253:50046
[286189.424442] TCP: my_cca: seq=6600 cwnd=8 rtt=392 bytes_acked=17195000 bytes_sent=17202240 phase=slow_start Destination: 192.168.88.253:50046
[286189.432869] TCP: my_cca: seq=6700 cwnd=8 rtt=387 bytes_acked=17446952 bytes_sent=17454192 phase=slow_start Destination: 192.168.88.253:50046
[286189.441995] TCP: my_cca: seq=6800 cwnd=8 rtt=340 bytes_acked=17717728 bytes_sent=17726416 phase=slow_start Destination: 192.168.88.253:50046
[286189.450116] TCP: my_cca: seq=6900 cwnd=8 rtt=375 bytes_acked=17962440 bytes_sent=17972576 phase=slow_start Destination: 192.168.88.253:50046
[286189.458415] TCP: my_cca: seq=7000 cwnd=8 rtt=259 bytes_acked=18210048 bytes_sent=18218736 phase=slow_start Destination: 192.168.88.253:50046
[286189.467139] TCP: my_cca: seq=7100 cwnd=8 rtt=343 bytes_acked=18469240 bytes_sent=18477928 phase=slow_start Destination: 192.168.88.253:50046
[286189.476390] TCP: my_cca: seq=7200 cwnd=8 rtt=253 bytes_acked=18747256 bytes_sent=18755944 phase=slow_start Destination: 192.168.88.253:50046
[286189.484828] TCP: my_cca: seq=7300 cwnd=8 rtt=400 bytes_acked=18997760 bytes_sent=19003552 phase=slow_start Destination: 192.168.88.253:50046
[286189.493457] TCP: my_cca: seq=7400 cwnd=8 rtt=413 bytes_acked=19256952 bytes_sent=19267088 phase=slow_start Destination: 192.168.88.253:50046
[286189.502394] TCP: my_cca: seq=7500 cwnd=8 rtt=392 bytes_acked=19524832 bytes_sent=19533520 phase=slow_start Destination: 192.168.88.253:50046
[286189.510787] TCP: my_cca: seq=7600 cwnd=8 rtt=378 bytes_acked=19773888 bytes_sent=19781128 phase=slow_start Destination: 192.168.88.253:50046
[286189.518782] TCP: my_cca: seq=7700 cwnd=8 rtt=339 bytes_acked=20014256 bytes_sent=20021496 phase=slow_start Destination: 192.168.88.253:50046
[286189.527299] TCP: my_cca: seq=7800 cwnd=8 rtt=372 bytes_acked=20269104 bytes_sent=20277792 phase=slow_start Destination: 192.168.88.253:50046
[286189.535358] TCP: my_cca: seq=7900 cwnd=8 rtt=349 bytes_acked=20509472 bytes_sent=20516712 phase=slow_start Destination: 192.168.88.253:50046
[286189.543340] TCP: my_cca: seq=8000 cwnd=8 rtt=402 bytes_acked=20748392 bytes_sent=20757080 phase=slow_start Destination: 192.168.88.253:50046
[286189.551804] TCP: my_cca: seq=8100 cwnd=8 rtt=388 bytes_acked=21001792 bytes_sent=21007584 phase=slow_start Destination: 192.168.88.253:50046
[286189.560665] TCP: my_cca: seq=8200 cwnd=8 rtt=436 bytes_acked=21265328 bytes_sent=21272568 phase=slow_start Destination: 192.168.88.253:50046
[286189.569069] TCP: my_cca: seq=8300 cwnd=8 rtt=399 bytes_acked=21515832 bytes_sent=21524520 phase=slow_start Destination: 192.168.88.253:50046
[286189.577462] TCP: my_cca: seq=8400 cwnd=8 rtt=422 bytes_acked=21767784 bytes_sent=21775024 phase=slow_start Destination: 192.168.88.253:50046
[286189.585858] TCP: my_cca: seq=8500 cwnd=8 rtt=286 bytes_acked=22019736 bytes_sent=22026976 phase=slow_start Destination: 192.168.88.253:50046
[286189.594814] TCP: my_cca: seq=8600 cwnd=8 rtt=360 bytes_acked=22286168 bytes_sent=22296304 phase=slow_start Destination: 192.168.88.253:50046
[286189.603291] TCP: my_cca: seq=8700 cwnd=8 rtt=398 bytes_acked=22539568 bytes_sent=22549704 phase=slow_start Destination: 192.168.88.253:50046
[286189.612022] TCP: my_cca: seq=8800 cwnd=8 rtt=386 bytes_acked=22801656 bytes_sent=22807448 phase=slow_start Destination: 192.168.88.253:50046
[286189.620376] TCP: my_cca: seq=8900 cwnd=8 rtt=371 bytes_acked=23049264 bytes_sent=23056504 phase=slow_start Destination: 192.168.88.253:50046
[286189.629047] TCP: my_cca: seq=9000 cwnd=8 rtt=401 bytes_acked=23308456 bytes_sent=23315696 phase=slow_start Destination: 192.168.88.253:50046
[286189.637265] TCP: my_cca: seq=9100 cwnd=8 rtt=384 bytes_acked=23556064 bytes_sent=23561856 phase=slow_start Destination: 192.168.88.253:50046
[286189.646576] TCP: my_cca: seq=9200 cwnd=8 rtt=237 bytes_acked=23834080 bytes_sent=23841320 phase=slow_start Destination: 192.168.88.253:50046
[286189.655489] TCP: my_cca: seq=9300 cwnd=8 rtt=327 bytes_acked=24100512 bytes_sent=24106304 phase=slow_start Destination: 192.168.88.253:50046
[286189.664178] TCP: my_cca: seq=9400 cwnd=8 rtt=412 bytes_acked=24358256 bytes_sent=24366944 phase=slow_start Destination: 192.168.88.253:50046
[286189.673033] TCP: my_cca: seq=9500 cwnd=8 rtt=416 bytes_acked=24623240 bytes_sent=24633376 phase=slow_start Destination: 192.168.88.253:50046
[286189.682383] TCP: my_cca: seq=9600 cwnd=8 rtt=393 bytes_acked=24904152 bytes_sent=24909944 phase=slow_start Destination: 192.168.88.253:50046
[286189.692237] TCP: my_cca: seq=9700 cwnd=8 rtt=268 bytes_acked=25198096 bytes_sent=25203888 phase=slow_start Destination: 192.168.88.253:50046
[286189.701476] TCP: my_cca: seq=9800 cwnd=8 rtt=330 bytes_acked=25473216 bytes_sent=25481904 phase=slow_start Destination: 192.168.88.253:50046
[286189.710057] TCP: my_cca: seq=9900 cwnd=8 rtt=310 bytes_acked=25730960 bytes_sent=25739648 phase=slow_start Destination: 192.168.88.253:50046
[286189.719195] TCP: my_cca: seq=10000 cwnd=8 rtt=381 bytes_acked=26004632 bytes_sent=26010424 phase=slow_start Destination: 192.168.88.253:50046
[286189.728206] TCP: my_cca: seq=10100 cwnd=8 rtt=293 bytes_acked=26273960 bytes_sent=26281200 phase=slow_start Destination: 192.168.88.253:50046
[286189.737273] TCP: my_cca: seq=10200 cwnd=8 rtt=252 bytes_acked=26544736 bytes_sent=26553424 phase=slow_start Destination: 192.168.88.253:50046
[286189.745919] TCP: my_cca: seq=10300 cwnd=8 rtt=399 bytes_acked=26802480 bytes_sent=26812616 phase=slow_start Destination: 192.168.88.253:50046
[286189.754218] TCP: my_cca: seq=10400 cwnd=8 rtt=293 bytes_acked=27051536 bytes_sent=27060224 phase=slow_start Destination: 192.168.88.253:50046
[286189.763037] TCP: my_cca: seq=10500 cwnd=8 rtt=276 bytes_acked=27315072 bytes_sent=27323760 phase=slow_start Destination: 192.168.88.253:50046
[286189.772599] TCP: my_cca: seq=10600 cwnd=8 rtt=308 bytes_acked=27600328 bytes_sent=27609016 phase=slow_start Destination: 192.168.88.253:50046
[286189.781450] TCP: my_cca: seq=10700 cwnd=8 rtt=384 bytes_acked=27865312 bytes_sent=27871104 phase=slow_start Destination: 192.168.88.253:50046
[286189.790849] TCP: my_cca: seq=10800 cwnd=8 rtt=214 bytes_acked=28146224 bytes_sent=28154912 phase=slow_start Destination: 192.168.88.253:50046
[286189.800589] TCP: my_cca: seq=10900 cwnd=8 rtt=293 bytes_acked=28437272 bytes_sent=28445960 phase=slow_start Destination: 192.168.88.253:50046
[286189.809692] TCP: my_cca: seq=11000 cwnd=8 rtt=267 bytes_acked=28709496 bytes_sent=28715288 phase=slow_start Destination: 192.168.88.253:50046
[286189.818176] TCP: my_cca: seq=11100 cwnd=8 rtt=371 bytes_acked=28962896 bytes_sent=28971584 phase=slow_start Destination: 192.168.88.253:50046
[286189.827245] TCP: my_cca: seq=11200 cwnd=8 rtt=337 bytes_acked=29232224 bytes_sent=29240912 phase=slow_start Destination: 192.168.88.253:50046
[286189.836300] TCP: my_cca: seq=11300 cwnd=8 rtt=333 bytes_acked=29504448 bytes_sent=29514584 phase=slow_start Destination: 192.168.88.253:50046
[286189.845754] TCP: my_cca: seq=11400 cwnd=8 rtt=355 bytes_acked=29785360 bytes_sent=29791152 phase=slow_start Destination: 192.168.88.253:50046
[286189.854679] TCP: my_cca: seq=11500 cwnd=8 rtt=347 bytes_acked=30051792 bytes_sent=30060480 phase=slow_start Destination: 192.168.88.253:50046
[286189.863715] TCP: my_cca: seq=11600 cwnd=8 rtt=227 bytes_acked=30324016 bytes_sent=30331256 phase=slow_start Destination: 192.168.88.253:50046
[286189.872973] TCP: my_cca: seq=11700 cwnd=8 rtt=379 bytes_acked=30600584 bytes_sent=30606376 phase=slow_start Destination: 192.168.88.253:50046
[286189.881359] TCP: my_cca: seq=11800 cwnd=8 rtt=395 bytes_acked=30851088 bytes_sent=30856880 phase=slow_start Destination: 192.168.88.253:50046
[286189.890310] TCP: my_cca: seq=11900 cwnd=8 rtt=395 bytes_acked=31117520 bytes_sent=31127656 phase=slow_start Destination: 192.168.88.253:50046
[286189.899232] TCP: my_cca: seq=12000 cwnd=8 rtt=223 bytes_acked=31385400 bytes_sent=31392640 phase=slow_start Destination: 192.168.88.253:50046
[286189.907331] TCP: my_cca: seq=12100 cwnd=8 rtt=381 bytes_acked=31627216 bytes_sent=31637352 phase=slow_start Destination: 192.168.88.253:50046
[286189.916400] TCP: my_cca: seq=12200 cwnd=8 rtt=399 bytes_acked=31897992 bytes_sent=31905232 phase=slow_start Destination: 192.168.88.253:50046
[286189.925648] TCP: my_cca: seq=12300 cwnd=8 rtt=291 bytes_acked=32174560 bytes_sent=32183248 phase=slow_start Destination: 192.168.88.253:50046
[286189.934705] TCP: my_cca: seq=12400 cwnd=8 rtt=381 bytes_acked=32445336 bytes_sent=32451128 phase=slow_start Destination: 192.168.88.253:50046
[286189.943768] TCP: my_cca: seq=12500 cwnd=8 rtt=286 bytes_acked=32716112 bytes_sent=32724800 phase=slow_start Destination: 192.168.88.253:50046
[286189.952726] TCP: my_cca: seq=12600 cwnd=8 rtt=289 bytes_acked=32983992 bytes_sent=32992680 phase=slow_start Destination: 192.168.88.253:50046
[286189.962331] TCP: my_cca: seq=12700 cwnd=8 rtt=368 bytes_acked=33270696 bytes_sent=33276488 phase=slow_start Destination: 192.168.88.253:50046
[286189.971972] TCP: my_cca: seq=12800 cwnd=8 rtt=388 bytes_acked=33558848 bytes_sent=33564640 phase=slow_start Destination: 192.168.88.253:50046
[286189.981227] TCP: my_cca: seq=12900 cwnd=8 rtt=339 bytes_acked=33833968 bytes_sent=33839760 phase=slow_start Destination: 192.168.88.253:50046
[286189.999132] TCP: my_cca: seq=13000 cwnd=8 rtt=326 bytes_acked=34138048 bytes_sent=34145288 phase=slow_start Destination: 192.168.88.253:50046
[286190.007271] TCP: my_cca: seq=13100 cwnd=8 rtt=392 bytes_acked=34381312 bytes_sent=34391448 phase=slow_start Destination: 192.168.88.253:50046
[286190.016688] TCP: my_cca: seq=13200 cwnd=8 rtt=345 bytes_acked=34662224 bytes_sent=34669464 phase=slow_start Destination: 192.168.88.253:50046
[286190.026163] TCP: my_cca: seq=13300 cwnd=8 rtt=294 bytes_acked=34946032 bytes_sent=34954720 phase=slow_start Destination: 192.168.88.253:50046
[286190.035106] TCP: my_cca: seq=13400 cwnd=8 rtt=370 bytes_acked=35212464 bytes_sent=35222600 phase=slow_start Destination: 192.168.88.253:50046
[286190.043179] TCP: my_cca: seq=13500 cwnd=8 rtt=372 bytes_acked=35452832 bytes_sent=35460072 phase=slow_start Destination: 192.168.88.253:50046
[286190.051306] TCP: my_cca: seq=13600 cwnd=8 rtt=387 bytes_acked=35697544 bytes_sent=35703336 phase=slow_start Destination: 192.168.88.253:50046
[286190.059372] TCP: my_cca: seq=13700 cwnd=8 rtt=346 bytes_acked=35937912 bytes_sent=35945152 phase=slow_start Destination: 192.168.88.253:50046
[286190.068125] TCP: my_cca: seq=13800 cwnd=8 rtt=392 bytes_acked=36200000 bytes_sent=36208688 phase=slow_start Destination: 192.168.88.253:50046
[286190.076493] TCP: my_cca: seq=13900 cwnd=8 rtt=224 bytes_acked=36450504 bytes_sent=36457744 phase=slow_start Destination: 192.168.88.253:50046
[286190.085118] TCP: my_cca: seq=14000 cwnd=8 rtt=298 bytes_acked=36708248 bytes_sent=36716936 phase=slow_start Destination: 192.168.88.253:50046
[286190.094402] TCP: my_cca: seq=14100 cwnd=8 rtt=413 bytes_acked=36984816 bytes_sent=36992056 phase=slow_start Destination: 192.168.88.253:50046
[286190.102434] TCP: my_cca: seq=14200 cwnd=8 rtt=341 bytes_acked=37223736 bytes_sent=37230976 phase=slow_start Destination: 192.168.88.253:50046
[286190.110662] TCP: my_cca: seq=14300 cwnd=8 rtt=337 bytes_acked=37471344 bytes_sent=37480032 phase=slow_start Destination: 192.168.88.253:50046
[286190.119724] TCP: my_cca: seq=14400 cwnd=8 rtt=374 bytes_acked=37740672 bytes_sent=37746464 phase=slow_start Destination: 192.168.88.253:50046
[286190.128263] TCP: my_cca: seq=14500 cwnd=8 rtt=378 bytes_acked=37996968 bytes_sent=38007104 phase=slow_start Destination: 192.168.88.253:50046
[286190.137054] TCP: my_cca: seq=14600 cwnd=8 rtt=349 bytes_acked=38260504 bytes_sent=38266296 phase=slow_start Destination: 192.168.88.253:50046
[286190.145934] TCP: my_cca: seq=14700 cwnd=8 rtt=333 bytes_acked=38524040 bytes_sent=38529832 phase=slow_start Destination: 192.168.88.253:50046
[286190.154782] TCP: my_cca: seq=14800 cwnd=8 rtt=383 bytes_acked=38790472 bytes_sent=38796264 phase=slow_start Destination: 192.168.88.253:50046
[286190.163769] TCP: my_cca: seq=14900 cwnd=8 rtt=356 bytes_acked=39056904 bytes_sent=39062696 phase=slow_start Destination: 192.168.88.253:50046
[286190.172808] TCP: my_cca: seq=15000 cwnd=8 rtt=433 bytes_acked=39327680 bytes_sent=39334920 phase=slow_start Destination: 192.168.88.253:50046
[286190.181047] TCP: my_cca: seq=15100 cwnd=8 rtt=385 bytes_acked=39575288 bytes_sent=39583976 phase=slow_start Destination: 192.168.88.253:50046
[286190.189760] TCP: my_cca: seq=15200 cwnd=8 rtt=399 bytes_acked=39834480 bytes_sent=39840272 phase=slow_start Destination: 192.168.88.253:50046
[286190.198828] TCP: my_cca: seq=15300 cwnd=8 rtt=380 bytes_acked=40106704 bytes_sent=40112496 phase=slow_start Destination: 192.168.88.253:50046
[286190.207369] TCP: my_cca: seq=15400 cwnd=8 rtt=305 bytes_acked=40361552 bytes_sent=40370240 phase=slow_start Destination: 192.168.88.253:50046
[286190.216327] TCP: my_cca: seq=15500 cwnd=8 rtt=303 bytes_acked=40629432 bytes_sent=40638120 phase=slow_start Destination: 192.168.88.253:50046
[286190.225322] TCP: my_cca: seq=15600 cwnd=8 rtt=236 bytes_acked=40898760 bytes_sent=40907448 phase=slow_start Destination: 192.168.88.253:50046
[286190.234020] TCP: my_cca: seq=15700 cwnd=8 rtt=302 bytes_acked=41157952 bytes_sent=41166640 phase=slow_start Destination: 192.168.88.253:50046
[286190.243294] TCP: my_cca: seq=15800 cwnd=8 rtt=361 bytes_acked=41434520 bytes_sent=41444656 phase=slow_start Destination: 192.168.88.253:50046
[286190.252291] TCP: my_cca: seq=15900 cwnd=8 rtt=345 bytes_acked=41702400 bytes_sent=41711088 phase=slow_start Destination: 192.168.88.253:50046
[286190.260623] TCP: my_cca: seq=16000 cwnd=8 rtt=346 bytes_acked=41951456 bytes_sent=41958696 phase=slow_start Destination: 192.168.88.253:50046
[286190.270072] TCP: my_cca: seq=16100 cwnd=8 rtt=294 bytes_acked=42228024 bytes_sent=42236712 phase=slow_start Destination: 192.168.88.253:50046
[286190.279422] TCP: my_cca: seq=16200 cwnd=8 rtt=401 bytes_acked=42507488 bytes_sent=42516176 phase=slow_start Destination: 192.168.88.253:50046
[286190.287997] TCP: my_cca: seq=16300 cwnd=8 rtt=355 bytes_acked=42762336 bytes_sent=42769576 phase=slow_start Destination: 192.168.88.253:50046
[286190.297300] TCP: my_cca: seq=16400 cwnd=8 rtt=331 bytes_acked=43040352 bytes_sent=43047592 phase=slow_start Destination: 192.168.88.253:50046
[286190.306502] TCP: my_cca: seq=16500 cwnd=8 rtt=303 bytes_acked=43316920 bytes_sent=43324160 phase=slow_start Destination: 192.168.88.253:50046
[286190.315986] TCP: my_cca: seq=16600 cwnd=8 rtt=318 bytes_acked=43600728 bytes_sent=43606520 phase=slow_start Destination: 192.168.88.253:50046
[286190.325935] TCP: my_cca: seq=16700 cwnd=8 rtt=277 bytes_acked=43881640 bytes_sent=43890328 phase=slow_start Destination: 192.168.88.253:50046
[286190.338395] TCP: my_cca: seq=16800 cwnd=8 rtt=391 bytes_acked=44190064 bytes_sent=44195856 phase=slow_start Destination: 192.168.88.253:50046
[286190.363672] TCP: my_cca: seq=16900 cwnd=8 rtt=290 bytes_acked=44502832 bytes_sent=44511520 phase=slow_start Destination: 192.168.88.253:50046
[286190.372417] TCP: my_cca: seq=17000 cwnd=8 rtt=254 bytes_acked=44763472 bytes_sent=44772160 phase=slow_start Destination: 192.168.88.253:50046
[286190.380665] TCP: my_cca: seq=17100 cwnd=8 rtt=391 bytes_acked=45009632 bytes_sent=45019768 phase=slow_start Destination: 192.168.88.253:50046
[286190.396795] TCP: my_cca: seq=17200 cwnd=8 rtt=398 bytes_acked=45300680 bytes_sent=45305024 phase=slow_start Destination: 192.168.88.253:50046
